year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1385,2006-2007,urban,Male,"Legislators, Senior Officials and Managers",475528,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Professionals,818651,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Technicians and Associate Professionals,700138,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Clerical and Administrative Workers,675595,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Service Workers and Shop and Market Sales Workers,2023819,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",566378,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Crafts and Related Trades Workers,2495556,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,"Machinery Operators, Assemblers and Drivers",1705920,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Laborers,1537300,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Male,Other or Not Declared,407552,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Total,2120833,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,"Legislators, Senior Officials and Managers",82837,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Professionals,675856,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Technicians and Associate Professionals,161059,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Clerical and Administrative Workers,242436,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Service Workers and Shop and Market Sales Workers,215056,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",82712,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Crafts and Related Trades Workers,550855,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,"Machinery Operators, Assemblers and Drivers",20357,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Laborers,84924,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,urban,Female,Other or Not Declared,4736,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Total,7314144,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,"Legislators, Senior Officials and Managers",50190,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Professionals,133707,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Technicians and Associate Professionals,107825,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Clerical and Administrative Workers,85037,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Service Workers and Shop and Market Sales Workers,396917,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3317893,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Crafts and Related Trades Workers,1258710,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,"Machinery Operators, Assemblers and Drivers",557972,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Laborers,1345929,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Both,Other or Not Declared,59961,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Total,5465371,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,"Legislators, Senior Officials and Managers",44360,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Professionals,86719,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Technicians and Associate Professionals,88231,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Clerical and Administrative Workers,70805,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Service Workers and Shop and Market Sales Workers,334873,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2384068,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Crafts and Related Trades Workers,686159,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,"Machinery Operators, Assemblers and Drivers",553760,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Laborers,1157179,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Male,Other or Not Declared,59212,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Total,1848773,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,"Legislators, Senior Officials and Managers",5830,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Professionals,46988,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Technicians and Associate Professionals,19593,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Clerical and Administrative Workers,14231,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Service Workers and Shop and Market Sales Workers,62044,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",933824,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Crafts and Related Trades Workers,572550,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,"Machinery Operators, Assemblers and Drivers",4211,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Laborers,188750,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1385,2006-2007,rural,Female,Other or Not Declared,748,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Total,21092477,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,"Legislators, Senior Officials and Managers",593133,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Professionals,1656749,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Technicians and Associate Professionals,977874,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Clerical and Administrative Workers,1009036,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Service Workers and Shop and Market Sales Workers,2689029,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3995404,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Crafts and Related Trades Workers,4164568,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,"Machinery Operators, Assemblers and Drivers",2382471,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Laborers,3133266,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Both,Other or Not Declared,490943,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Male,Total,17229988,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Male,"Legislators, Senior Officials and Managers",514203,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Male,Professionals,933792,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1386,2007-2008,total,Male,Technicians and Associate Professionals,811742,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
