province,age_group,residence,sex,population,source,country_iso3
Ardabil,All Age Groups,Rural,Both,449546,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,All Age Groups,Rural,Male,226922,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,All Age Groups,Rural,Female,222624,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Total,Both,102346,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Total,Male,53014,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Total,Female,49332,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Urban,Both,65714,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Urban,Male,34182,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Urban,Female,31532,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Rural,Both,36632,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Rural,Male,18832,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,0-4 Age Group,Rural,Female,17800,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Total,Both,91295,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Total,Male,46959,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Total,Female,44336,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Urban,Both,58339,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Urban,Male,29993,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Urban,Female,28346,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Rural,Both,32956,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Rural,Male,16966,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,5-9 Age Group,Rural,Female,15990,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Total,Both,96396,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Total,Male,48942,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Total,Female,47454,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Urban,Both,60697,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Urban,Male,30750,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Urban,Female,29947,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Rural,Both,35699,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Rural,Male,18192,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,10-14 Age Group,Rural,Female,17507,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Total,Both,122029,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Total,Male,62200,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Total,Female,59829,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Urban,Both,73606,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Urban,Male,36807,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Urban,Female,36799,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Rural,Both,48423,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Rural,Male,25393,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,15-19 Age Group,Rural,Female,23030,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Total,Both,144772,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Total,Male,74112,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Total,Female,70660,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Urban,Both,90606,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Urban,Male,45090,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Urban,Female,45516,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Rural,Both,54166,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Rural,Male,29022,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,20-24 Age Group,Rural,Female,25144,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Total,Both,136896,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Total,Male,69119,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Total,Female,67777,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Urban,Both,90768,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Urban,Male,45345,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Urban,Female,45423,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Rural,Both,46128,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Rural,Male,23774,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,25-29 Age Group,Rural,Female,22354,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Total,Both,114031,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Total,Male,57266,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Total,Female,56765,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Urban,Both,76738,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Urban,Male,38568,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Urban,Female,38170,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Rural,Both,37293,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Rural,Male,18698,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,30-34 Age Group,Rural,Female,18595,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Total,Both,92979,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Total,Male,47118,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Total,Female,45861,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Urban,Both,62588,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Urban,Male,32159,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Urban,Female,30429,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Rural,Both,30391,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Rural,Male,14959,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,35-39 Age Group,Rural,Female,15432,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Total,Both,83202,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Total,Male,43376,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Total,Female,39826,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Urban,Both,57220,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Urban,Male,30354,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Urban,Female,26866,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Rural,Both,25982,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Rural,Male,13022,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,40-44 Age Group,Rural,Female,12960,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Total,Both,63922,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Total,Male,32017,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Total,Female,31905,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Urban,Both,43878,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Urban,Male,22782,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Urban,Female,21096,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Rural,Both,20044,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Rural,Male,9235,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,45-49 Age Group,Rural,Female,10809,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Total,Both,54415,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Total,Male,26688,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Total,Female,27727,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Urban,Both,35445,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Urban,Male,18184,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Urban,Female,17261,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Rural,Both,18970,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Rural,Male,8504,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,50-54 Age Group,Rural,Female,10466,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,55-59 Age Group,Total,Both,39938,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,55-59 Age Group,Total,Male,18270,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Ardabil,55-59 Age Group,Total,Female,21668,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
