sector_table,indicator_label_fa_source,year_sh,month_fa,month_western,value
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Stocks of Finished Goods,1403,Esfand1403,March2025,41.05
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Farvardin1403,April2024,40.91
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Ordibehesht1403,May2024,50.93
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Khordad1403,June2024,49.81
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Tir1403,July2024,46.19
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Mordad1403,August2024,44.51
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Shahrivar1403,September2024,50.2
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Mehr1403,October2024,50.69
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Aban1403,November2024,46.53
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Azar1403,December2024,45.73
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Dey1403,January2025,47.03
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Bahman1403,February2025,48.56
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Export of goods,1403,Esfand1403,March2025,49.67
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Farvardin1403,April2024,64.14
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Ordibehesht1403,May2024,62.46
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Khordad1403,June2024,56.11
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Tir1403,July2024,50.36
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Mordad1403,August2024,53.82
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Shahrivar1403,September2024,53.6
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Mehr1403,October2024,58.7
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Aban1403,November2024,61.28
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Azar1403,December2024,62.79
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Dey1403,January2025,68.4
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Bahman1403,February2025,69.1
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Output Prices,1403,Esfand1403,March2025,66.89
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Farvardin1403,April2024,30.48
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Ordibehesht1403,May2024,65.07
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Khordad1403,June2024,54.3
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Tir1403,July2024,48.13
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Mordad1403,August2024,43.9
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Shahrivar1403,September2024,47.83
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Mehr1403,October2024,58.06
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Aban1403,November2024,58.92
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Azar1403,December2024,44.99
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Dey1403,January2025,55.7
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Bahman1403,February2025,54.0
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Energy Consumption,1403,Esfand1403,March2025,55.81
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Farvardin1403,April2024,24.78
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Ordibehesht1403,May2024,68.16
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Khordad1403,June2024,45.58
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Tir1403,July2024,33.23
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Mordad1403,August2024,43.03
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Shahrivar1403,September2024,44.32
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Mehr1403,October2024,58.55
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Aban1403,November2024,50.79
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Azar1403,December2024,41.79
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Dey1403,January2025,48.87
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Bahman1403,February2025,52.48
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Quantity of Purchases,1403,Esfand1403,March2025,60.28
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Farvardin1403,April2024,79.88
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Ordibehesht1403,May2024,66.45
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Khordad1403,June2024,62.22
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Tir1403,July2024,58.5
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Mordad1403,August2024,64.37
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Shahrivar1403,September2024,70.34
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Mehr1403,October2024,65.71
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Aban1403,November2024,63.11
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Azar1403,December2024,50.54
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Dey1403,January2025,63.23
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Bahman1403,February2025,54.93
3-12-Purchasing Managers’ Index (PMI) – Manufacturing Sector,Business expectations,1403,Esfand1403,March2025,37.33
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Farvardin1403,April2024,40.5
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Ordibehesht1403,May2024,69.2
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Khordad1403,June2024,47.2
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Tir1403,July2024,47.1
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Mordad1403,August2024,41.4
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Shahrivar1403,September2024,41.0
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Mehr1403,October2024,60.4
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Aban1403,November2024,62.7
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Azar1403,December2024,41.0
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Dey1403,January2025,58.2
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Bahman1403,February2025,51.5
3-13-PMI – Rubber and Plastics Industries,Total PMI index,1403,Esfand1403,March2025,55.2
3-13-PMI – Rubber and Plastics Industries,Output,1403,Farvardin1403,April2024,13.6
3-13-PMI – Rubber and Plastics Industries,Output,1403,Ordibehesht1403,May2024,83.3
3-13-PMI – Rubber and Plastics Industries,Output,1403,Khordad1403,June2024,50.0
3-13-PMI – Rubber and Plastics Industries,Output,1403,Tir1403,July2024,35.7
3-13-PMI – Rubber and Plastics Industries,Output,1403,Mordad1403,August2024,35.7
3-13-PMI – Rubber and Plastics Industries,Output,1403,Shahrivar1403,September2024,33.3
3-13-PMI – Rubber and Plastics Industries,Output,1403,Mehr1403,October2024,65.4
3-13-PMI – Rubber and Plastics Industries,Output,1403,Aban1403,November2024,63.3
3-13-PMI – Rubber and Plastics Industries,Output,1403,Azar1403,December2024,50.0
3-13-PMI – Rubber and Plastics Industries,Output,1403,Dey1403,January2025,61.1
3-13-PMI – Rubber and Plastics Industries,Output,1403,Bahman1403,February2025,54.2
3-13-PMI – Rubber and Plastics Industries,Output,1403,Esfand1403,March2025,50.0
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Farvardin1403,April2024,40.9
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Ordibehesht1403,May2024,62.5
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Khordad1403,June2024,38.9
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Tir1403,July2024,50.0
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Mordad1403,August2024,42.9
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Shahrivar1403,September2024,33.3
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Mehr1403,October2024,61.5
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Aban1403,November2024,63.3
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Azar1403,December2024,30.0
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Dey1403,January2025,58.3
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Bahman1403,February2025,58.3
3-13-PMI – Rubber and Plastics Industries,New Orders,1403,Esfand1403,March2025,53.3
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,59.1
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,75.0
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,61.1
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,50.0
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,35.7
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,26.7
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,57.7
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,63.3
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,36.7
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,47.2
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,50.0
3-13-PMI – Rubber and Plastics Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,66.7
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,40.9
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,66.7
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Khordad1403,June2024,27.8
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Tir1403,July2024,42.9
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Mordad1403,August2024,35.7
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,53.3
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Mehr1403,October2024,53.8
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Aban1403,November2024,50.0
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Azar1403,December2024,46.7
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Dey1403,January2025,61.1
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Bahman1403,February2025,45.8
3-13-PMI – Rubber and Plastics Industries,Raw Materials Inventories,1403,Esfand1403,March2025,53.3
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Farvardin1403,April2024,59.1
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Ordibehesht1403,May2024,58.3
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Khordad1403,June2024,55.6
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Tir1403,July2024,57.1
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Mordad1403,August2024,53.6
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Shahrivar1403,September2024,66.7
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Mehr1403,October2024,57.7
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Aban1403,November2024,66.7
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Azar1403,December2024,46.7
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Dey1403,January2025,61.1
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Bahman1403,February2025,41.7
3-13-PMI – Rubber and Plastics Industries,Employment,1403,Esfand1403,March2025,56.7
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Farvardin1403,April2024,86.4
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Ordibehesht1403,May2024,75.0
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Khordad1403,June2024,83.3
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Tir1403,July2024,50.0
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Mordad1403,August2024,67.9
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Shahrivar1403,September2024,60.0
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Mehr1403,October2024,84.6
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Aban1403,November2024,90.0
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Azar1403,December2024,96.7
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Dey1403,January2025,100.0
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Bahman1403,February2025,95.8
3-13-PMI – Rubber and Plastics Industries,Input price,1403,Esfand1403,March2025,93.3
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,59.1
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,66.7
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,55.6
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Tir1403,July2024,64.3
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,42.9
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,63.3
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,57.7
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Aban1403,November2024,46.7
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Azar1403,December2024,53.3
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Dey1403,January2025,66.7
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,70.8
3-13-PMI – Rubber and Plastics Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,50.0
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Farvardin1403,April2024,31.8
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Ordibehesht1403,May2024,50.0
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Khordad1403,June2024,55.6
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Tir1403,July2024,60.7
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Mordad1403,August2024,50.0
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Shahrivar1403,September2024,43.3
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Mehr1403,October2024,46.2
3-13-PMI – Rubber and Plastics Industries,Export of goods,1403,Aban1403,November2024,40.0
