changed,rule,chart_id,primary_source,category,old_title,new_title
Y,faostat-commodity,"faostat__Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg__production",faostat-qcl,Agriculture Production,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg, production (tonnes)","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg"
Y,faostat-commodity,faostat__Groundnut Oil__consumption,faostat-fbs+fbsh,Food Consumption,"Groundnut Oil, per-capita food consumption",Groundnut Oil
Y,faostat-commodity,faostat__Groundnut Oil__trade,faostat-fbs+fbsh,Agriculture Trade,"Groundnut Oil, imports and exports (1000 tonnes)",Groundnut Oil
Y,faostat-commodity,faostat__Groundnuts (Shelled Eq)__consumption,faostat-fbs+fbsh,Food Consumption,"Groundnuts (Shelled Eq), per-capita food consumption",Groundnuts (Shelled Eq)
Y,faostat-commodity,faostat__Groundnuts (Shelled Eq)__trade,faostat-fbs+fbsh,Agriculture Trade,"Groundnuts (Shelled Eq), imports and exports (1000 tonnes)",Groundnuts (Shelled Eq)
Y,faostat-commodity,"faostat__Groundnuts, excluding shelled__price",faostat-pp+pa,Agriculture Prices,"Groundnuts, excluding shelled, producer price","Groundnuts, excluding shelled"
Y,faostat-commodity,"faostat__Groundnuts, excluding shelled__production",faostat-qcl,Agriculture Production,"Groundnuts, excluding shelled, Production, Area & Yield","Groundnuts, excluding shelled"
Y,faostat-commodity,faostat__Groundnuts__consumption,faostat-fbs+fbsh,Food Consumption,"Groundnuts, per-capita food consumption",Groundnuts
Y,faostat-commodity,faostat__Groundnuts__trade,faostat-fbs+fbsh,Agriculture Trade,"Groundnuts, imports and exports (1000 tonnes)",Groundnuts
Y,faostat-commodity,"faostat__Hazelnuts, in shell__price",faostat-pp+pa,Agriculture Prices,"Hazelnuts, in shell, producer price","Hazelnuts, in shell"
Y,faostat-commodity,"faostat__Hazelnuts, in shell__production",faostat-qcl,Agriculture Production,"Hazelnuts, in shell, Production, Area & Yield","Hazelnuts, in shell"
Y,faostat-commodity,faostat__Hempseed__production,faostat-qcl,Agriculture Production,"Hempseed, Production, Area & Yield",Hempseed
Y,faostat-commodity,"faostat__Hen eggs in shell, fresh__price",faostat-pp+pa,Agriculture Prices,"Hen eggs in shell, fresh, producer price","Hen eggs in shell, fresh"
Y,faostat-commodity,faostat__Honey__consumption,faostat-fbs+fbsh,Food Consumption,"Honey, per-capita food consumption",Honey
Y,faostat-commodity,faostat__Honey__trade,faostat-fbs+fbsh,Agriculture Trade,"Honey, imports and exports (1000 tonnes)",Honey
Y,faostat-commodity,faostat__Horses__production,faostat-qcl,Agriculture Production,"Horses, livestock stocks (head)",Horses
Y,faostat-commodity,faostat__Infant food__consumption,faostat-fbs+fbsh,Food Consumption,"Infant food, per-capita food consumption",Infant food
Y,faostat-commodity,faostat__Infant food__trade,faostat-fbs+fbsh,Agriculture Trade,"Infant food, imports and exports (1000 tonnes)",Infant food
Y,faostat-commodity,"faostat__Jute, raw or retted__price",faostat-pp+pa,Agriculture Prices,"Jute, raw or retted, producer price","Jute, raw or retted"
Y,faostat-commodity,"faostat__Jute, raw or retted__production",faostat-qcl,Agriculture Production,"Jute, raw or retted, Production, Area & Yield","Jute, raw or retted"
Y,faostat-commodity,faostat__Kiwi fruit__price,faostat-pp+pa,Agriculture Prices,"Kiwi fruit, producer price",Kiwi fruit
Y,faostat-commodity,faostat__Kiwi fruit__production,faostat-qcl,Agriculture Production,"Kiwi fruit, Production, Area & Yield",Kiwi fruit
Y,faostat-commodity,faostat__Leeks and other alliaceous vegetables__price,faostat-pp+pa,Agriculture Prices,"Leeks and other alliaceous vegetables, producer price",Leeks and other alliaceous vegetables
Y,faostat-commodity,faostat__Leeks and other alliaceous vegetables__production,faostat-qcl,Agriculture Production,"Leeks and other alliaceous vegetables, Production, Area & Yield",Leeks and other alliaceous vegetables
Y,faostat-commodity,faostat__Lemons and limes__price,faostat-pp+pa,Agriculture Prices,"Lemons and limes, producer price",Lemons and limes
Y,faostat-commodity,faostat__Lemons and limes__production,faostat-qcl,Agriculture Production,"Lemons and limes, Production, Area & Yield",Lemons and limes
Y,faostat-commodity,"faostat__Lemons, Limes and products__consumption",faostat-fbs+fbsh,Food Consumption,"Lemons, Limes and products, per-capita food consumption","Lemons, Limes and products"
Y,faostat-commodity,"faostat__Lemons, Limes and products__trade",faostat-fbs+fbsh,Agriculture Trade,"Lemons, Limes and products, imports and exports (1000 tonnes)","Lemons, Limes and products"
Y,faostat-commodity,"faostat__Lentils, dry__price",faostat-pp+pa,Agriculture Prices,"Lentils, dry, producer price","Lentils, dry"
Y,faostat-commodity,"faostat__Lentils, dry__production",faostat-qcl,Agriculture Production,"Lentils, dry, Production, Area & Yield","Lentils, dry"
Y,faostat-commodity,faostat__Lettuce and chicory__price,faostat-pp+pa,Agriculture Prices,"Lettuce and chicory, producer price",Lettuce and chicory
Y,faostat-commodity,faostat__Lettuce and chicory__production,faostat-qcl,Agriculture Production,"Lettuce and chicory, Production, Area & Yield",Lettuce and chicory
Y,faostat-commodity,faostat__Linseed__price,faostat-pp+pa,Agriculture Prices,"Linseed, producer price",Linseed
Y,faostat-commodity,faostat__Linseed__production,faostat-qcl,Agriculture Production,"Linseed, Production, Area & Yield",Linseed
Y,faostat-commodity,faostat__Livestock__price,faostat-pp+pa,Agriculture Prices,"Livestock, producer price",Livestock
Y,faostat-commodity,faostat__Maize (corn)__price,faostat-pp+pa,Agriculture Prices,"Maize (corn), producer price",Maize (corn)
Y,faostat-commodity,faostat__Maize (corn)__production,faostat-qcl,Agriculture Production,"Maize (corn), Production, Area & Yield",Maize (corn)
Y,faostat-commodity,faostat__Maize Germ Oil__consumption,faostat-fbs+fbsh,Food Consumption,"Maize Germ Oil, per-capita food consumption",Maize Germ Oil
Y,faostat-commodity,faostat__Maize Germ Oil__trade,faostat-fbs+fbsh,Agriculture Trade,"Maize Germ Oil, imports and exports (1000 tonnes)",Maize Germ Oil
Y,faostat-commodity,faostat__Maize and products__consumption,faostat-fbs+fbsh,Food Consumption,"Maize and products, per-capita food consumption",Maize and products
Y,faostat-commodity,faostat__Maize and products__trade,faostat-fbs+fbsh,Agriculture Trade,"Maize and products, imports and exports (1000 tonnes)",Maize and products
Y,faostat-commodity,"faostat__Mangoes, guavas and mangosteens__price",faostat-pp+pa,Agriculture Prices,"Mangoes, guavas and mangosteens, producer price","Mangoes, guavas and mangosteens"
Y,faostat-commodity,"faostat__Mangoes, guavas and mangosteens__production",faostat-qcl,Agriculture Production,"Mangoes, guavas and mangosteens, Production, Area & Yield","Mangoes, guavas and mangosteens"
Y,faostat-commodity,faostat__Margarine and shortening__production,faostat-qcl,Agriculture Production,"Margarine and shortening, production (tonnes)",Margarine and shortening
Y,faostat-commodity,"faostat__Marine Fish, Other__consumption",faostat-fbs+fbsh,Food Consumption,"Marine Fish, Other, per-capita food consumption","Marine Fish, Other"
Y,faostat-commodity,"faostat__Marine Fish, Other__trade",faostat-fbs+fbsh,Agriculture Trade,"Marine Fish, Other, imports and exports (1000 tonnes)","Marine Fish, Other"
Y,faostat-commodity,"faostat__Meat of buffalo, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of buffalo, fresh or chilled, producer price","Meat of buffalo, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of buffalo, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of buffalo, fresh or chilled, Production, Area & Yield","Meat of buffalo, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of camels, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of camels, fresh or chilled, producer price","Meat of camels, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of camels, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of camels, fresh or chilled, Production, Area & Yield","Meat of camels, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of cattle with the bone, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of cattle with the bone, fresh or chilled, producer price","Meat of cattle with the bone, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of cattle with the bone, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of cattle with the bone, fresh or chilled, Production, Area & Yield","Meat of cattle with the bone, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of chickens, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of chickens, fresh or chilled, producer price","Meat of chickens, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of chickens, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of chickens, fresh or chilled, Production, Area & Yield","Meat of chickens, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of ducks, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of ducks, fresh or chilled, producer price","Meat of ducks, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of ducks, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of ducks, fresh or chilled, Production, Area & Yield","Meat of ducks, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of geese, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of geese, fresh or chilled, producer price","Meat of geese, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of geese, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of geese, fresh or chilled, Production, Area & Yield","Meat of geese, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of goat, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of goat, fresh or chilled, producer price","Meat of goat, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of goat, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of goat, fresh or chilled, Production, Area & Yield","Meat of goat, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of pig with the bone, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of pig with the bone, fresh or chilled, Production, Area & Yield","Meat of pig with the bone, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of sheep, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of sheep, fresh or chilled, producer price","Meat of sheep, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of sheep, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of sheep, fresh or chilled, Production, Area & Yield","Meat of sheep, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of turkeys, fresh or chilled__price",faostat-pp+pa,Agriculture Prices,"Meat of turkeys, fresh or chilled, producer price","Meat of turkeys, fresh or chilled"
Y,faostat-commodity,"faostat__Meat of turkeys, fresh or chilled__production",faostat-qcl,Agriculture Production,"Meat of turkeys, fresh or chilled, Production, Area & Yield","Meat of turkeys, fresh or chilled"
Y,faostat-commodity,"faostat__Meat, Other__consumption",faostat-fbs+fbsh,Food Consumption,"Meat, Other, per-capita food consumption","Meat, Other"
Y,faostat-commodity,"faostat__Meat, Other__trade",faostat-fbs+fbsh,Agriculture Trade,"Meat, Other, imports and exports (1000 tonnes)","Meat, Other"
Y,faostat-commodity,"faostat__Meat, Poultry__production",faostat-qcl,Agriculture Production,"Meat, Poultry, Production, Area & Yield","Meat, Poultry"
Y,faostat-commodity,"faostat__Meat, Total__price",faostat-pp+pa,Agriculture Prices,"Meat, Total, producer price","Meat, Total"
Y,faostat-commodity,"faostat__Meat, Total__production",faostat-qcl,Agriculture Production,"Meat, Total, production (tonnes)","Meat, Total"
Y,faostat-commodity,faostat__Meat__consumption,faostat-fbs+fbsh,Food Consumption,"Meat, per-capita food consumption",Meat
Y,faostat-commodity,faostat__Meat__trade,faostat-fbs+fbsh,Agriculture Trade,"Meat, imports and exports (1000 tonnes)",Meat
Y,faostat-commodity,faostat__Melonseed__production,faostat-qcl,Agriculture Production,"Melonseed, Production, Area & Yield",Melonseed
Y,faostat-commodity,faostat__Milk - Excluding Butter__consumption,faostat-fbs+fbsh,Food Consumption,"Milk - Excluding Butter, per-capita food consumption",Milk - Excluding Butter
Y,faostat-commodity,faostat__Milk - Excluding Butter__trade,faostat-fbs+fbsh,Agriculture Trade,"Milk - Excluding Butter, imports and exports (1000 tonnes)",Milk - Excluding Butter
Y,faostat-commodity,"faostat__Milk, Total__price",faostat-pp+pa,Agriculture Prices,"Milk, Total, producer price","Milk, Total"
Y,faostat-commodity,"faostat__Milk, Total__production",faostat-qcl,Agriculture Production,"Milk, Total, Production, Area & Yield","Milk, Total"
Y,faostat-commodity,faostat__Millet and products__trade,faostat-fbs+fbsh,Agriculture Trade,"Millet and products, imports and exports (1000 tonnes)",Millet and products
Y,faostat-commodity,faostat__Millet__price,faostat-pp+pa,Agriculture Prices,"Millet, producer price",Millet
Y,faostat-commodity,faostat__Millet__production,faostat-qcl,Agriculture Production,"Millet, Production, Area & Yield",Millet
Y,faostat-commodity,faostat__Miscellaneous__consumption,faostat-fbs+fbsh,Food Consumption,"Miscellaneous, per-capita food consumption",Miscellaneous
Y,faostat-commodity,faostat__Miscellaneous__trade,faostat-fbs+fbsh,Agriculture Trade,"Miscellaneous, imports and exports (1000 tonnes)",Miscellaneous
Y,faostat-commodity,faostat__Molasses__production,faostat-qcl,Agriculture Production,"Molasses, production (tonnes)",Molasses
Y,faostat-commodity,"faostat__Molluscs, Other__consumption",faostat-fbs+fbsh,Food Consumption,"Molluscs, Other, per-capita food consumption","Molluscs, Other"
Y,faostat-commodity,"faostat__Molluscs, Other__trade",faostat-fbs+fbsh,Agriculture Trade,"Molluscs, Other, imports and exports (1000 tonnes)","Molluscs, Other"
Y,faostat-commodity,faostat__Mules and hinnies__production,faostat-qcl,Agriculture Production,"Mules and hinnies, livestock stocks (head)",Mules and hinnies
Y,faostat-commodity,faostat__Mushrooms and truffles__price,faostat-pp+pa,Agriculture Prices,"Mushrooms and truffles, producer price",Mushrooms and truffles
Y,faostat-commodity,faostat__Mushrooms and truffles__production,faostat-qcl,Agriculture Production,"Mushrooms and truffles, production (tonnes)",Mushrooms and truffles
Y,faostat-commodity,faostat__Mustard seed__production,faostat-qcl,Agriculture Production,"Mustard seed, Production, Area & Yield",Mustard seed
Y,faostat-commodity,faostat__Mutton & Goat Meat__consumption,faostat-fbs+fbsh,Food Consumption,"Mutton & Goat Meat, per-capita food consumption",Mutton & Goat Meat
Y,faostat-commodity,faostat__Mutton & Goat Meat__trade,faostat-fbs+fbsh,Agriculture Trade,"Mutton & Goat Meat, imports and exports (1000 tonnes)",Mutton & Goat Meat
Y,faostat-commodity,faostat__Natural honey__price,faostat-pp+pa,Agriculture Prices,"Natural honey, producer price",Natural honey
Y,faostat-commodity,faostat__Natural honey__production,faostat-qcl,Agriculture Production,"Natural honey, production (tonnes)",Natural honey
Y,faostat-commodity,faostat__Nuts and products__consumption,faostat-fbs+fbsh,Food Consumption,"Nuts and products, per-capita food consumption",Nuts and products
Y,faostat-commodity,faostat__Nuts and products__trade,faostat-fbs+fbsh,Agriculture Trade,"Nuts and products, imports and exports (1000 tonnes)",Nuts and products
