chart_id,title,category,primary_source,verdict,flags,n_variants,n_countries,iran_points,iran_nonzero,iran_span,iran_distinct,iran_ymin,iran_ymax,best_variant
"faostat__Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg__production","Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",Agriculture Production,faostat-qcl,OK,,1,9,14,14,14,10,2010,2023,Production
faostat__Groundnut Oil__consumption,Groundnut Oil,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,36,61,19,1961,2021,Food supply (kcal/capita/day)
faostat__Groundnut Oil__trade,Groundnut Oil,Agriculture Trade,faostat-fbs+fbsh,THIN,SPARSE,3,11,90,6,51,4,1968,2018,Domestic supply quantity
faostat__Groundnuts (Shelled Eq)__consumption,Groundnuts (Shelled Eq),Food Consumption,faostat-fbs+fbsh,OK,,2,9,106,53,53,46,1961,2013,Food supply (kcal/capita/day)
faostat__Groundnuts (Shelled Eq)__trade,Groundnuts (Shelled Eq),Agriculture Trade,faostat-fbs+fbsh,OK,,1,10,53,53,53,16,1961,2013,Domestic supply quantity
"faostat__Groundnuts, excluding shelled__price","Groundnuts, excluding shelled",Agriculture Prices,faostat-pp+pa,OK,,2,9,60,35,35,34,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Groundnuts, excluding shelled__production","Groundnuts, excluding shelled",Agriculture Production,faostat-qcl,OK,,3,10,185,57,64,55,1961,2024,Production
faostat__Groundnuts__consumption,Groundnuts,Food Consumption,faostat-fbs+fbsh,OK,,2,11,28,14,14,14,2010,2023,Food supply (kcal/capita/day)
faostat__Groundnuts__trade,Groundnuts,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,42,14,14,14,2010,2023,Import quantity
"faostat__Hazelnuts, in shell__price","Hazelnuts, in shell",Agriculture Prices,faostat-pp+pa,OK,,4,6,126,47,58,46,1966,2023,Producer Price (LCU/tonne)
"faostat__Hazelnuts, in shell__production","Hazelnuts, in shell",Agriculture Production,faostat-qcl,OK,,3,5,192,64,64,54,1961,2024,Yield
faostat__Hempseed__production,Hempseed,Agriculture Production,faostat-qcl,OK,,3,6,102,34,34,34,1991,2024,Yield
"faostat__Hen eggs in shell, fresh__price","Hen eggs in shell, fresh",Agriculture Prices,faostat-pp+pa,OK,,4,11,62,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Hen eggs in shell, fresh__production__laying","Hen eggs in shell, fresh, laying (1000 An)",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,55,1961,2024,Laying
"faostat__Hen eggs in shell, fresh__production__production_1000_no","Hen eggs in shell, fresh, production (1000 count)",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,57,1961,2024,Production
"faostat__Hen eggs in shell, fresh__production__production_t","Hen eggs in shell, fresh, production (t)",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,58,1961,2024,Production
"faostat__Hen eggs in shell, fresh__production__yield","Hen eggs in shell, fresh, yield (No/An)",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,42,1961,2024,Yield
"faostat__Hen eggs in shell, fresh__production__yield_carcass_weight","Hen eggs in shell, fresh, yield/carcass weight (g/An)",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,59,1961,2024,Yield/Carcass Weight
faostat__Honey__consumption,Honey,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,55,1961,2023,Food supply (kcal/capita/day)
faostat__Honey__trade,Honey,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,88,67,63,33,1961,2023,Domestic supply quantity
faostat__Horses__production,Horses,Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,36,1961,2024,Stocks
faostat__Infant food__consumption,Infant food,Food Consumption,faostat-fbs+fbsh,OK,,2,8,134,51,53,43,1961,2013,Food supply (kcal/capita/day)
faostat__Infant food__trade,Infant food,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,53,59,15,1963,2021,Domestic supply quantity
"faostat__Jute, raw or retted__price","Jute, raw or retted",Agriculture Prices,faostat-pp+pa,THIN,SPARSE|SHORT|FLAT,1,1,2,2,2,2,1989,1990,Producer Price (LCU/tonne)
"faostat__Jute, raw or retted__production","Jute, raw or retted",Agriculture Production,faostat-qcl,OK,,3,1,96,30,30,25,1961,1990,Area harvested
faostat__Kiwi fruit__price,Kiwi fruit,Agriculture Prices,faostat-pp+pa,OK,,4,6,113,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Kiwi fruit__production,Kiwi fruit,Agriculture Production,faostat-qcl,OK,,3,6,163,35,35,35,1990,2024,Area harvested
faostat__Leeks and other alliaceous vegetables__price,Leeks and other alliaceous vegetables,Agriculture Prices,faostat-pp+pa,OK,,4,6,110,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Leeks and other alliaceous vegetables__production,Leeks and other alliaceous vegetables,Agriculture Production,faostat-qcl,OK,,3,5,105,35,35,35,1990,2024,Production
faostat__Lemons and limes__price,Lemons and limes,Agriculture Prices,faostat-pp+pa,OK,,4,9,155,56,57,56,1967,2023,Producer Price (LCU/tonne)
faostat__Lemons and limes__production,Lemons and limes,Agriculture Production,faostat-qcl,OK,,3,9,192,64,64,64,1961,2024,Area harvested
"faostat__Lemons, Limes and products__consumption","Lemons, Limes and products",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,67,1961,2023,Food supply quantity (kg/capita/yr)
"faostat__Lemons, Limes and products__trade","Lemons, Limes and products",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,94,67,63,66,1961,2023,Domestic supply quantity
"faostat__Lentils, dry__price","Lentils, dry",Agriculture Prices,faostat-pp+pa,OK,,4,8,159,58,58,58,1966,2023,Producer Price (LCU/tonne)
"faostat__Lentils, dry__production","Lentils, dry",Agriculture Production,faostat-qcl,OK,,3,8,192,64,64,63,1961,2024,Yield
faostat__Lettuce and chicory__price,Lettuce and chicory,Agriculture Prices,faostat-pp+pa,OK,,4,8,119,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Lettuce and chicory__production,Lettuce and chicory,Agriculture Production,faostat-qcl,OK,,3,9,105,35,35,35,1990,2024,Area harvested
faostat__Linseed__price,Linseed,Agriculture Prices,faostat-pp+pa,OK,,4,7,69,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Linseed__production,Linseed,Agriculture Production,faostat-qcl,OK,,3,8,156,48,53,27,1961,2013,Area harvested
faostat__Livestock__price,Livestock,Agriculture Prices,faostat-pp+pa,OK,,1,10,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Maize (corn)__price,Maize (corn),Agriculture Prices,faostat-pp+pa,OK,,4,11,156,57,58,54,1966,2023,Producer Price (LCU/tonne)
faostat__Maize (corn)__production,Maize (corn),Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,55,1961,2024,Yield
faostat__Maize Germ Oil__consumption,Maize Germ Oil,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,48,48,46,1976,2023,Food supply (kcal/capita/day)
faostat__Maize Germ Oil__trade,Maize Germ Oil,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,90,41,48,13,1976,2023,Domestic supply quantity
faostat__Maize and products__consumption,Maize and products,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,63,1961,2023,Food supply (kcal/capita/day)
faostat__Maize and products__trade,Maize and products,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,65,1961,2023,Domestic supply quantity
"faostat__Mangoes, guavas and mangosteens__price","Mangoes, guavas and mangosteens",Agriculture Prices,faostat-pp+pa,OK,,4,6,103,35,35,34,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Mangoes, guavas and mangosteens__production","Mangoes, guavas and mangosteens",Agriculture Production,faostat-qcl,OK,,3,5,172,44,44,44,1981,2024,Area harvested
faostat__Margarine and shortening__production,Margarine and shortening,Agriculture Production,faostat-qcl,OK,,1,10,63,63,63,63,1961,2023,Production
"faostat__Marine Fish, Other__consumption","Marine Fish, Other",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,57,1961,2023,Food supply (kcal/capita/day)
"faostat__Marine Fish, Other__trade","Marine Fish, Other",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,61,1961,2023,Domestic supply quantity
"faostat__Meat of buffalo, fresh or chilled__price","Meat of buffalo, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,3,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of buffalo, fresh or chilled__production","Meat of buffalo, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,5,192,64,64,46,1961,2024,Production
"faostat__Meat of camels, fresh or chilled__price","Meat of camels, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,4,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of camels, fresh or chilled__production","Meat of camels, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,5,192,64,64,39,1961,2024,Producing Animals/Slaughtered
"faostat__Meat of cattle with the bone, fresh or chilled__price","Meat of cattle with the bone, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,10,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of cattle with the bone, fresh or chilled__production","Meat of cattle with the bone, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,60,1961,2024,Production
"faostat__Meat of chickens, fresh or chilled__price","Meat of chickens, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,4,10,38,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of chickens, fresh or chilled__production","Meat of chickens, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,57,1961,2024,Production
"faostat__Meat of ducks, fresh or chilled__price","Meat of ducks, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,6,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of ducks, fresh or chilled__production","Meat of ducks, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,8,192,64,64,42,1961,2024,Production
"faostat__Meat of geese, fresh or chilled__price","Meat of geese, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,4,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of geese, fresh or chilled__production","Meat of geese, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,6,192,64,64,44,1961,2024,Production
"faostat__Meat of goat, fresh or chilled__price","Meat of goat, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,9,35,35,35,34,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of goat, fresh or chilled__production","Meat of goat, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,53,1961,2024,Production
"faostat__Meat of pig with the bone, fresh or chilled__production","Meat of pig with the bone, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,9,111,19,19,5,1961,1979,Production
"faostat__Meat of sheep, fresh or chilled__price","Meat of sheep, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,10,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of sheep, fresh or chilled__production","Meat of sheep, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,59,1961,2024,Producing Animals/Slaughtered
"faostat__Meat of turkeys, fresh or chilled__price","Meat of turkeys, fresh or chilled",Agriculture Prices,faostat-pp+pa,OK,,1,6,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat of turkeys, fresh or chilled__production","Meat of turkeys, fresh or chilled",Agriculture Production,faostat-qcl,OK,,3,7,192,64,64,50,1961,2024,Production
"faostat__Meat, Other__consumption","Meat, Other",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,61,1961,2023,Food supply (kcal/capita/day)
"faostat__Meat, Other__trade","Meat, Other",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,91,67,63,24,1961,2023,Domestic supply quantity
"faostat__Meat, Poultry__production","Meat, Poultry",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,64,1961,2024,Production
"faostat__Meat, Total__price","Meat, Total",Agriculture Prices,faostat-pp+pa,OK,,1,9,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Meat, Total__production","Meat, Total",Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,64,1961,2024,Production
faostat__Meat__consumption,Meat,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,67,1961,2023,Food supply quantity (kg/capita/yr)
faostat__Meat__trade,Meat,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,66,1961,2023,Domestic supply quantity
faostat__Melonseed__production,Melonseed,Agriculture Production,faostat-qcl,OK,,3,2,192,64,64,62,1961,2024,Area harvested
faostat__Milk - Excluding Butter__consumption,Milk - Excluding Butter,Food Consumption,faostat-fbs+fbsh,OK,,2,11,268,134,63,94,1961,2023,Food supply (kcal/capita/day)
faostat__Milk - Excluding Butter__trade,Milk - Excluding Butter,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,190,134,63,67,1961,2023,Domestic supply quantity
"faostat__Milk, Total__price","Milk, Total",Agriculture Prices,faostat-pp+pa,OK,,1,10,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Milk, Total__production","Milk, Total",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,64,1961,2024,Milk Animals
faostat__Millet and products__trade,Millet and products,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,92,67,63,24,1961,2023,Domestic supply quantity
faostat__Millet__price,Millet,Agriculture Prices,faostat-pp+pa,OK,,4,9,156,57,58,55,1966,2023,Producer Price (LCU/tonne)
faostat__Millet__production,Millet,Agriculture Production,faostat-qcl,OK,,3,9,192,64,64,54,1961,2024,Area harvested
faostat__Miscellaneous__consumption,Miscellaneous,Food Consumption,faostat-fbs+fbsh,OK,,2,11,215,95,63,27,1961,2023,Food supply (kcal/capita/day)
faostat__Miscellaneous__trade,Miscellaneous,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,135,70,61,24,1963,2023,Domestic supply quantity
faostat__Molasses__production,Molasses,Agriculture Production,faostat-qcl,OK,,1,9,63,63,63,60,1961,2023,Production
"faostat__Molluscs, Other__consumption","Molluscs, Other",Food Consumption,faostat-fbs+fbsh,OK,,2,11,121,12,37,3,1982,2018,Food supply quantity (kg/capita/yr)
"faostat__Molluscs, Other__trade","Molluscs, Other",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,73,20,37,15,1982,2018,Domestic supply quantity
faostat__Mules and hinnies__production,Mules and hinnies,Agriculture Production,faostat-qcl,OK,,1,10,64,64,64,34,1961,2024,Stocks
faostat__Mushrooms and truffles__price,Mushrooms and truffles,Agriculture Prices,faostat-pp+pa,OK,,1,7,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
faostat__Mushrooms and truffles__production,Mushrooms and truffles,Agriculture Production,faostat-qcl,OK,,1,7,35,19,35,19,1990,2024,Production
faostat__Mustard seed__production,Mustard seed,Agriculture Production,faostat-qcl,OK,,3,5,158,30,40,30,1985,2024,Production
faostat__Mutton & Goat Meat__consumption,Mutton & Goat Meat,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,66,1961,2023,Food supply (kcal/capita/day)
faostat__Mutton & Goat Meat__trade,Mutton & Goat Meat,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,56,1961,2023,Domestic supply quantity
faostat__Natural honey__price,Natural honey,Agriculture Prices,faostat-pp+pa,OK,,4,10,155,56,57,55,1967,2023,Producer Price (LCU/tonne)
faostat__Natural honey__production,Natural honey,Agriculture Production,faostat-qcl,OK,,1,11,64,64,64,64,1961,2024,Production
faostat__Nuts and products__consumption,Nuts and products,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,67,1961,2023,Food supply (kcal/capita/day)
faostat__Nuts and products__trade,Nuts and products,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,62,1961,2023,Domestic supply quantity
faostat__Oats__consumption,Oats,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,26,50,20,1974,2023,Food supply (kcal/capita/day)
faostat__Oats__trade,Oats,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,16,47,7,1977,2023,Domestic supply quantity
"faostat__Offals, Edible__consumption","Offals, Edible",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,60,1961,2023,Food supply (kcal/capita/day)
"faostat__Offals, Edible__trade","Offals, Edible",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,92,67,63,51,1961,2023,Domestic supply quantity
faostat__Offals__consumption,Offals,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,48,1961,2023,Food supply quantity (kg/capita/yr)
faostat__Offals__trade,Offals,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,92,67,63,51,1961,2023,Domestic supply quantity
faostat__Oil of linseed__production,Oil of linseed,Agriculture Production,faostat-qcl,OK,,1,10,62,57,60,54,1961,2020,Production
faostat__Oil of sesame seed__production,Oil of sesame seed,Agriculture Production,faostat-qcl,OK,,1,8,63,63,63,63,1961,2023,Production
"faostat__Oilcrops Oil, Other__consumption","Oilcrops Oil, Other",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,61,63,54,1961,2023,Food supply (kcal/capita/day)
"faostat__Oilcrops Oil, Other__trade","Oilcrops Oil, Other",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,35,1961,2023,Domestic supply quantity
"faostat__Oilcrops, Cake Equivalent__production","Oilcrops, Cake Equivalent",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,64,1961,2024,Area harvested
"faostat__Oilcrops, Oil Equivalent__price","Oilcrops, Oil Equivalent",Agriculture Prices,faostat-pp+pa,OK,,1,10,35,35,35,35,1991,2025,Producer Price Index (2014-2016 = 100)
"faostat__Oilcrops, Oil Equivalent__production","Oilcrops, Oil Equivalent",Agriculture Production,faostat-qcl,OK,,3,11,192,64,64,64,1961,2024,Area harvested
"faostat__Oilcrops, Other__consumption","Oilcrops, Other",Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,44,1961,2023,Food supply (kcal/capita/day)
"faostat__Oilcrops, Other__trade","Oilcrops, Other",Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,28,1961,2023,Domestic supply quantity
faostat__Oilcrops__consumption,Oilcrops,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,50,1961,2023,Food supply quantity (kg/capita/yr)
faostat__Oilcrops__trade,Oilcrops,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,65,1961,2023,Domestic supply quantity
faostat__Olive Oil__consumption,Olive Oil,Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,64,1961,2023,Food supply (kcal/capita/day)
faostat__Olive Oil__trade,Olive Oil,Agriculture Trade,faostat-fbs+fbsh,OK,,3,11,95,67,63,16,1961,2023,Domestic supply quantity
faostat__Olive oil__production,Olive oil,Agriculture Production,faostat-qcl,OK,,1,7,63,63,63,52,1961,2023,Production
faostat__Olives (including preserved)__consumption,Olives (including preserved),Food Consumption,faostat-fbs+fbsh,OK,,2,11,134,67,63,57,1961,2023,Food supply (kcal/capita/day)
