chart_id	title	category	year_range
wdi__SL.UEM.NEET.MA	Share of youth not in education, employment or training, male (% of male youth population)	Labor & Employment	
wdi__SL.UEM.NEET.MA.ME	Share of youth not in education, employment or training, male (% of male youth population) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.NEET	Share of youth not in education, employment or training, total (% of youth population)	Labor & Employment	
wdi__SL.UEM.NEET.ME	Share of youth not in education, employment or training, total (% of youth population) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.ADVN	Unemployment with advanced education (% of total labor force with advanced education)	Labor & Employment	
wdi__SL.UEM.ADVN.FE	Unemployment with advanced education, female (% of female labor force with advanced education)	Labor & Employment	
wdi__SL.UEM.ADVN.MA	Unemployment with advanced education, male (% of male labor force with advanced education)	Labor & Employment	
wdi__SL.UEM.BASC	Unemployment with basic education (% of total labor force with basic education)	Labor & Employment	
wdi__SL.UEM.BASC.FE	Unemployment with basic education, female (% of female labor force with basic education)	Labor & Employment	
wdi__SL.UEM.BASC.MA	Unemployment with basic education, male (% of male labor force with basic education)	Labor & Employment	
wdi__SL.UEM.INTM	Unemployment with intermediate education (% of total labor force with intermediate education)	Labor & Employment	
wdi__SL.UEM.INTM.FE	Unemployment with intermediate education, female (% of female labor force with intermediate education)	Labor & Employment	
wdi__SL.UEM.INTM.MA	Unemployment with intermediate education, male (% of male labor force with intermediate education)	Labor & Employment	
wdi__SL.UEM.TOTL.FE	Unemployment, female (% of female labor force) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.TOTL.MA	Unemployment, male (% of male labor force) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.TOTL.MA.NE	Unemployment, male (% of male labor force) (national estimate)	Labor & Employment	
wdi__SL.UEM.TOTL	Unemployment, total (% of total labor force) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.TOTL.NE	Unemployment, total (% of total labor force) (national estimate)	Labor & Employment	
wdi__SL.UEM.1524.FE	Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.1524.FE.NE	Unemployment, youth female (% of female labor force ages 15-24) (national estimate)	Labor & Employment	
wdi__SL.UEM.1524.MA	Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.1524.MA.NE	Unemployment, youth male (% of male labor force ages 15-24) (national estimate)	Labor & Employment	
wdi__SL.UEM.1524	Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.1524.NE	Unemployment, youth total (% of total labor force ages 15-24) (national estimate)	Labor & Employment	
wdi__SL.EMP.VULN.FE	Vulnerable employment, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.VULN.MA	Vulnerable employment, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.VULN	Vulnerable employment, total (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.WORK.FE	Wage and salaried workers, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.WORK.MA	Wage and salaried workers, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.WORK	Wage and salaried workers, total (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__LP.EXP.DURS	Lead time to export, median case (days)	Logistics Performance	
wdi__LP.IMP.DURS	Lead time to import, median case (days)	Logistics Performance	
wdi__LP.LPI.TRAC	Logistics performance index: Ability to track and trace consignments	Logistics Performance	
wdi__LP.LPI.LOGS	Logistics performance index: Competence and quality of logistics services	Logistics Performance	
wdi__LP.LPI.ITRN	Logistics performance index: Ease of arranging competitively priced shipments	Logistics Performance	
wdi__LP.LPI.CUST	Logistics performance index: Efficiency of customs clearance process	Logistics Performance	
wdi__LP.LPI.TIME	Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time	Logistics Performance	
wdi__LP.LPI.OVRL	Logistics performance index: Overall	Logistics Performance	
wdi__LP.LPI.INFR	Logistics performance index: Quality of trade and transport-related infrastructure	Logistics Performance	
wdi__NE.GDI.STKB	Changes in inventories	Macro / Expenditure & Trade Aggregates	
wdi__NE.EXP.GNFS.KD	Exports of goods and services	Macro / Expenditure & Trade Aggregates	
wdi__NE.EXP.GNFS	Exports of goods and services (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.RSB.GNFS	External balance on goods and services (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.TOTL.KD	Final consumption expenditure	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.TOTL	Final consumption expenditure (% of GDP)	Macro / Expenditure & Trade Aggregates	
iran_sci1399__gdp_by_expenditure_component_1390_1397	GDP by Final Expenditure Component, Current & Constant Prices (SH1390-1397)	Macro / Expenditure & Trade Aggregates	1390, 1393-1397 SH (~2011, 2014-2018)
wdi__NE.CON.GOVT.KD	General government final consumption expenditure	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.GOVT	General government final consumption expenditure (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.GDI.TOTL.KD	Gross capital formation	Macro / Expenditure & Trade Aggregates	
wdi__NE.GDI.TOTL	Gross capital formation (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.GDI.FTOT.KD	Gross fixed capital formation	Macro / Expenditure & Trade Aggregates	
wdi__NE.GDI.FTOT	Gross fixed capital formation (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.DAB.TOTL	Gross national expenditure (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.DAB.DEFL	Gross national expenditure deflator (base year varies by country)	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT.KD	Households and NPISHs Final consumption expenditure	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT.PC	Households and NPISHs Final consumption expenditure per capita	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT.PC.KD	Households and NPISHs Final consumption expenditure per capita growth	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PCAP.PP	Households and NPISHs Final consumption expenditure per capita, PPP	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT.PP	Households and NPISHs Final consumption expenditure, PPP	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT	Households and NPISHs final consumption expenditure (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.CON.PRVT.CN	Households and NPISHs final consumption expenditure: linked series	Macro / Expenditure & Trade Aggregates	
wdi__NE.IMP.GNFS.KD	Imports of goods and services	Macro / Expenditure & Trade Aggregates	
wdi__NE.IMP.GNFS	Imports of goods and services (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NE.TRD.GNFS	Trade (% of GDP)	Macro / Expenditure & Trade Aggregates	
wdi__NY.ADJ.NNTY.KD	Adjusted net national income (annual % growth)	Macro / National Accounts	
wdi__NY.ADJ.NNTY	Adjusted net national income (current US$)	Macro / National Accounts	
wdi__NY.ADJ.NNTY.PC.KD	Adjusted net national income per capita (annual % growth)	Macro / National Accounts	
wdi__NY.ADJ.NNTY.PC	Adjusted net national income per capita (current US$)	Macro / National Accounts	
wdi__NY.ADJ.SVNX	Adjusted net savings, excluding particulate emission damage	Macro / National Accounts	
wdi__NY.ADJ.SVNX.GN	Adjusted net savings, excluding particulate emission damage (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.SVNG	Adjusted net savings, including particulate emission damage	Macro / National Accounts	
wdi__NY.ADJ.SVNG.GN	Adjusted net savings, including particulate emission damage (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DCO2	Adjusted savings: carbon dioxide damage	Macro / National Accounts	
wdi__NY.ADJ.DCO2.GN	Adjusted savings: carbon dioxide damage (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DKAP	Adjusted savings: consumption of fixed capital	Macro / National Accounts	
wdi__NY.ADJ.DKAP.GN	Adjusted savings: consumption of fixed capital (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.AEDU	Adjusted savings: education expenditure	Macro / National Accounts	
wdi__NY.ADJ.AEDU.GN	Adjusted savings: education expenditure (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DNGY	Adjusted savings: energy depletion	Macro / National Accounts	
wdi__NY.ADJ.DNGY.GN	Adjusted savings: energy depletion (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.ICTR.GN	Adjusted savings: gross savings (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DMIN	Adjusted savings: mineral depletion	Macro / National Accounts	
wdi__NY.ADJ.DMIN.GN	Adjusted savings: mineral depletion (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DRES.GN	Adjusted savings: natural resources depletion (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DFOR	Adjusted savings: net forest depletion	Macro / National Accounts	
wdi__NY.ADJ.DFOR.GN	Adjusted savings: net forest depletion (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.NNAT	Adjusted savings: net national savings	Macro / National Accounts	
wdi__NY.ADJ.NNAT.GN	Adjusted savings: net national savings (% of GNI)	Macro / National Accounts	
wdi__NY.ADJ.DPEM	Adjusted savings: particulate emission damage	Macro / National Accounts	
wdi__NY.ADJ.DPEM.GN	Adjusted savings: particulate emission damage (% of GNI)	Macro / National Accounts	
wdi__NY.GDP.COAL.RT	Coal rents (% of GDP)	Macro / National Accounts	
wdi__NY.GDP.DISC	Discrepancy in expenditure estimate of GDP	Macro / National Accounts	
wdi__NY.EXP.CAPM	Exports as a capacity to import	Macro / National Accounts	
wdi__NY.GDP.FRST.RT	Forest rents (% of GDP)	Macro / National Accounts	
wdi__NY.GDP.MKTP	GDP	Macro / National Accounts	
iran_sci1399__gdp_value_added_by_sector_1390_1397	GDP Value Added by 18 Economic-Activity Sectors, Current & Constant Prices (SH1390-1397)	Macro / National Accounts	1390, 1393-1397 SH (~2011, 2014-2018)
wdi__NY.GDP.DEFL	GDP deflator (base year varies by country)	Macro / National Accounts	
wdi__NY.GDP.DEFL.ZS	GDP deflator: linked series (base year varies by country)	Macro / National Accounts	
wdi__NY.GDP.MKTP.KD	GDP growth	Macro / National Accounts	
weo__gdp_pcap_ppp_constant	GDP per Capita, Constant-Price PPP	Macro / National Accounts	
wdi__NY.GDP.PCAP	GDP per capita	Macro / National Accounts	
wdi__NY.GDP.PCAP.KD	GDP per capita growth	Macro / National Accounts	
wdi__NY.GDP.PCAP.PP	GDP per capita, PPP	Macro / National Accounts	
weo__gdp_fiscal_year	GDP, Fiscal-Year Basis	Macro / National Accounts	
wdi__NY.GDP.MKTP.PP	GDP, PPP	Macro / National Accounts	
wdi__NY.GDP.MKTP.CN	GDP: linked series	Macro / National Accounts	
wdi__NY.GNP.MKTP	GNI	Macro / National Accounts	
wdi__NY.GNP.MKTP.KD	GNI growth	Macro / National Accounts	
wdi__NY.GNP.PCAP	GNI per capita	Macro / National Accounts	
wdi__NY.GNP.PCAP.KD	GNI per capita growth	Macro / National Accounts	
wdi__NY.GNP.PCAP.PP	GNI per capita, PPP	Macro / National Accounts	
wdi__NY.GNP.ATLS	GNI, Atlas method	Macro / National Accounts	
wdi__NY.GNP.MKTP.PP	GNI, PPP	Macro / National Accounts	
wdi__NY.GNP.MKTP.CN	GNI: linked series	Macro / National Accounts	
wdi__NY.GDY.TOTL	Gross domestic income	Macro / National Accounts	
wdi__NY.GDS.TOTL	Gross domestic savings (% of GDP)	Macro / National Accounts	
wdi__NY.GNS.ICTR	Gross savings (% of GDP)	Macro / National Accounts	
wdi__NY.GNS.ICTR.GN	Gross savings (% of GNI)	Macro / National Accounts	
wdi__NY.GDP.FCST	Gross value added at basic prices (GVA)	Macro / National Accounts	
wdi__NY.GDP.DEFL.KD	Inflation, GDP deflator	Macro / National Accounts	
wdi__NY.GDP.DEFL.KD.ZG	Inflation, GDP deflator: linked series	Macro / National Accounts	
weo__ppp_share_world_gdp	Iran's Share of World GDP (PPP)	Macro / National Accounts	
wdi__NY.GDP.MINR.RT	Mineral rents (% of GDP)	Macro / National Accounts	
wdi__NY.GDP.NGAS.RT	Natural gas rents (% of GDP)	Macro / National Accounts	
wdi__NY.GSR.NFCY	Net primary income (Net income from abroad)	Macro / National Accounts	
wdi__NY.TRF.NCTR	Net secondary income (Net current transfers from abroad)	Macro / National Accounts	
iran_provincial__gdp_per_capita_excl_oil_1393_1397	Non-Oil GDP Per Capita by Province	Macro / National Accounts	1393-1397 (2014-2018)
wdi__NY.GDP.PETR.RT	Oil rents (% of GDP)	Macro / National Accounts	
wdi__NY.TAX.NIND	Taxes less subsidies on products	Macro / National Accounts	
wdi__NY.TTF.GNFS	Terms of trade adjustment	Macro / National Accounts	
wdi__NY.GDP.TOTL.RT	Total natural resources rents (% of GDP)	Macro / National Accounts	
iran_unctad_maritime__national_fleet_by_type_2005_2024	National-Flag Merchant Fleet Carrying Capacity by Ship Type (2005-2024)	Maritime & Shipping	2005, 2010, 2015, 2024
iran_unctad_maritime__transport_services_trade_2005_2024	Trade in Transport Services: Export Share & Values (2005-2024)	Maritime & Shipping	2005, 2010, 2015 (2024 mostly unavailable)
iran_media__cinema_theaters_attendance_1932_1986	Cinema: Movie-House Counts & Audience Attendance (1932-1986)	Media & Culture	1932-1986 (irregular snapshot years)
iran_media__film_production_industry_1941_1982	Film Production, Distribution & Censorship (1941-1982)	Media & Culture	1941-1982 (irregular snapshot years)
iran_media__press_periodicals_1898_1988	Newspaper & Periodical Counts, Adult Literacy by Gender (1898-1988)	Media & Culture	1898-1988 (irregular snapshot years)
wdi__SM.POP.ASYS	Asylum-seekers by country or territory of asylum	Migration	
wdi__SM.POP.TOTL	International migrant stock (% of population)	Migration	
wdi__SM.POP	Net migration	Migration	
wdi__SM.POP.OPIP	Other people in need of international protection by country or territory of asylum	Migration	
iran_census__population_by_nationality_citizenship_2006_2016	Population by Citizenship/Nationality, 2006-2016	Migration	2006-2016
wdi__SM.POP.RHCR	Refugees under the mandate of the UNHCR by country or territory of asylum	Migration	
wdi__MS.MIL.TOTL.TF	Armed forces personnel (% of total labor force)	Military Expenditure	
wdi__MS.MIL.TOTL	Armed forces personnel, total	Military Expenditure	
wdi__MS.MIL.XPRT	Arms exports (SIPRI trend indicator values)	Military Expenditure	
wdi__MS.MIL.MPRT	Arms imports (SIPRI trend indicator values)	Military Expenditure	
wdi__MS.MIL.XPND	Military expenditure	Military Expenditure	
wdi__MS.MIL.XPND.GD	Military expenditure (% of GDP)	Military Expenditure	
iran_barite_production_1961_1980	Barite Production	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_cement_production_1954_1980	Cement (Hydraulic) Production	Mining & Minerals Production	1954/55-1958/59 spliced to 1961-1980 (gaps 1959/60-1960/61, 1966/67, 1971/72)
iran_chromite_production_1961_1980	Chromite (Chrome Ore) Production	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_coal_production_1961_1980	Coal Production (Non-Oil)	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_coke_production_1961_1980	Coke Production	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_copper_production_by_stage_1961_1980	Copper Production, Mine Output, Smelter Output & Refined	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_crude_steel_production_1973_1980	Crude Steel Production	Mining & Minerals Production	1973-1980 (+ 2002/03 and 2021/22 capacity bridge points)
iran_gypsum_production_1968_1980	Gypsum Production	Mining & Minerals Production	1968-1980
iran_iron_ore_production_1961_1980	Iron Ore Production (Gross Weight)	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_lead_production_by_stage_1961_1980	Lead Production, Mine Output & Smelter/Ingot Output	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72; smelter/ingot series ends 1970, no later data found)
iran_manganese_ore_production_1961_1980	Manganese Ore Production	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_pig_iron_production_1973_1980	Pig Iron Production	Mining & Minerals Production	1973-1980
iran_aluminum_production_1973_1980	Primary Aluminum (Ingot) Production	Mining & Minerals Production	1973-1980 (+ 2002/03, 2021/22 capacity bridge)
iran_salt_production_1961_1980	Salt (Rock) Production	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_sulfur_production_1961_1980	Sulfur Production (Refined + Elemental Byproduct)	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
iran_zinc_production_1961_1980	Zinc Production (Mine Output, Metal Content)	Mining & Minerals Production	1961-1980 (gaps 1966/67, 1971/72)
wdi__SN.ITK.SALT	Consumption of iodized salt (% of households)	Nutrition	
wdi__SN.ITK.MSFI	Prevalence of moderate or severe food insecurity in the population	Nutrition	
wdi__SN.ITK.SVFI	Prevalence of severe food insecurity in the population	Nutrition	
wdi__SN.ITK.DEFC	Prevalence of undernourishment (% of population)	Nutrition	
wdi__SI.SPR.PC40	Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population	Poverty & Inequality	
wdi__SI.SPR.PCAP	Annualized average growth rate in per capita real survey mean consumption or income, total population	Poverty & Inequality	
wdi__SI.POV	Gini index	Poverty & Inequality	
wdi__SI.DST.04TH	Income share held by fourth 20%	Poverty & Inequality	
wdi__SI.DST.10TH	Income share held by highest 10%	Poverty & Inequality	
wdi__SI.DST.05TH	Income share held by highest 20%	Poverty & Inequality	
wdi__SI.DST.FRST	Income share held by lowest 10%	Poverty & Inequality	
wdi__SI.DST.02ND	Income share held by second 20%	Poverty & Inequality	
wdi__SI.DST.03RD	Income share held by third 20%	Poverty & Inequality	
wb_poverty__iran_poverty_rate_by_region_2011_2020	Iran Provincial Poverty Rates by Macro-Region (2011 vs. 2020)	Poverty & Inequality	2011, 2020
wdi__SI.POV.LMIC	Poverty gap at $4.20 a day (2021 PPP)	Poverty & Inequality	
wdi__SI.POV.UMIC	Poverty gap at $8.30 a day (2021 PPP)	Poverty & Inequality	
wdi__SI.DST	Proportion of people living below 50 percent of median income	Poverty & Inequality	
wdi__SI.SPR	Prosperity gap (average shortfall from a prosperity standard of $28/day)	Poverty & Inequality	
iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026	Bahar Azadi Gold Coin Price, Rial, Daily (2013-07-22 to 2026-07-11)	Precious Metals Prices	2013-2026
iran_fx__gold_coin_emami_price_daily_2010_2026	Emami Gold Coin Price, Rial, Daily (2010-04-04 to 2026-07-11)	Precious Metals Prices	2010-2026
wdi__PX.REX	Real effective exchange rate index (2010 = 100)	Price Indices	
iran_sci1399__cpi_by_coicop_group_1390_1399	Consumer Price Index by COICOP Group (1395=100, SH1390-1399)	Prices & Inflation	1390, 1395-1399 SH (~2011, 2016-2020)
wdi__FP.CPI	Consumer price index (2010 = 100)	Prices & Inflation	
wdi__FP.CPI.TOTL	Inflation, consumer prices	Prices & Inflation	
wdi__FP.WPI	Wholesale price index (2010 = 100)	Prices & Inflation	
wdi__PA.NUS	DEC alternative conversion factor	Purchasing Power Parity	
wdi__PA.NUS.GDP	Price level index (GDP)	Purchasing Power Parity	
wdi__PA.NUS.PRVT	Price level index (Households and NPISHs Final consumption expenditure)	Purchasing Power Parity	
wdi__per_allsp.adq_pop_tot	Adequacy of social protection and labor programs (% of total welfare of beneficiary households)	Social Protection	
wdi__per_sa_allsa.adq_pop_tot	Adequacy of social safety net programs (% of total welfare of beneficiary households)	Social Protection	
wdi__per_allsp.ben_q1_tot	Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)	Social Protection	
wdi__per_sa_allsa.ben_q1_tot	Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)	Social Protection	
wdi__per_allsp.cov_pop_tot	Coverage of social protection and labor programs (% of population)	Social Protection	
wdi__per_sa_allsa.cov_pop_tot	Coverage of social safety net programs (% of population)	Social Protection	
wdi__per_sa_allsa.cov_q2_tot	Coverage of social safety net programs in 2nd quintile (% of population)	Social Protection	
wdi__per_sa_allsa.cov_q3_tot	Coverage of social safety net programs in 3rd quintile (% of population)	Social Protection	
wdi__per_sa_allsa.cov_q4_tot	Coverage of social safety net programs in 4th quintile (% of population)	Social Protection	
wdi__per_sa_allsa.cov_q1_tot	Coverage of social safety net programs in poorest quintile (% of population)	Social Protection	
wdi__per_sa_allsa.cov_q5_tot	Coverage of social safety net programs in richest quintile (% of population)	Social Protection	
iran_disasters__ssi_pensioners_amounts_paid_1991_2006	Social Security Organization Pensioners & Amounts Paid, by Category (1991-2006)	Social Protection	1991-2006
iran_disasters__mean_age_at_first_marriage_1966_2006	Mean Age at First Marriage by Sex, Urban/Rural/Total (6 Census Years, 1966-2006)	Social Statistics (Marriage & Vital Registration)	1966-2006
iran_vital__registered_divorces_1991_2006	Registered Divorces	Social Statistics (Marriage & Vital Registration)	1991-2006
iran_vital__registered_marriages_1991_2006	Registered Marriages	Social Statistics (Marriage & Vital Registration)	1991-2006
wdi__TT.PRI.MRCH.XD	Net barter terms of trade index	Terms of Trade	
wdi__ST.INT.XPND	International tourism, expenditures	Tourism & Trade Services	
wdi__ST.INT.XPND.MP	International tourism, expenditures (% of total imports)	Tourism & Trade Services	
wdi__ST.INT.TRNX	International tourism, expenditures for passenger transport items	Tourism & Trade Services	
wdi__ST.INT.TVLX	International tourism, expenditures for travel items	Tourism & Trade Services	
wdi__ST.INT	International tourism, number of arrivals	Tourism & Trade Services	
wdi__ST.INT.RCPT	International tourism, receipts	Tourism & Trade Services	
wdi__ST.INT.RCPT.XP	International tourism, receipts (% of total exports)	Tourism & Trade Services	
wdi__ST.INT.TRNR	International tourism, receipts for passenger transport items	Tourism & Trade Services	
wdi__ST.INT.TVLR	International tourism, receipts for travel items	Tourism & Trade Services	
weo__export_volume_growth	Export Volume Growth	Trade	
weo__import_volume_growth	Import Volume Growth	Trade	
iran_provincial__foreign_investment_1398_1400	Foreign Investment Value by Province	Trade & Investment	1398-1400 (2019-2021)
iran_imidro__exports_by_product_group_2011_2015	IMIDRO Subsidiary Exports by Product Group	Trade & Investment	2012-2014
iran_imidro__sales_by_product_group_2011_2015	IMIDRO Subsidiary Sales by Product Group	Trade & Investment	2012-2014
wdi__TX.VAL.AGRI.ZS	Agricultural raw materials exports (% of merchandise exports)	Trade (Exports)	
wdi__TX.VAL.SERV.CD	Commercial service exports	Trade (Exports)	
wdi__TX.VAL.OTHR.ZS	Computer, communications and other services (% of commercial service exports)	Trade (Exports)	
wdi__TX.UVI.MRCH.XD	Export unit value index	Trade (Exports)	
wdi__TX.VAL.MRCH.XD	Export value index	Trade (Exports)	
wdi__TX.QTY.MRCH.XD	Export volume index	Trade (Exports)	
wdi__TX.VAL.FOOD.ZS	Food exports (% of merchandise exports)	Trade (Exports)	
wdi__TX.VAL.FUEL.ZS	Fuel exports (% of merchandise exports)	Trade (Exports)	
wdi__TX.VAL.TECH	High-technology exports	Trade (Exports)	
wdi__TX.VAL.TECH.MF	High-technology exports (% of manufactured exports)	Trade (Exports)	
wdi__TX.VAL.ICTG.ZS	ICT goods exports (% of total goods exports)	Trade (Exports)	
wdi__TX.VAL.INSF.ZS	Insurance and financial services (% of commercial service exports)	Trade (Exports)	
specialty_goods__carpet_export_value_1960_2024	Iran Handwoven Carpet Export Value, 1960-2024	Trade (Exports)	1960-1986 (state-monopoly era) + 1994-2024 (post-liberalization, sparse)
wdi__TX.VAL.MANF.ZS	Manufactures exports (% of merchandise exports)	Trade (Exports)	
wdi__TX.MNF.TECH.ZS	Medium and high-tech exports	Trade (Exports)	
pahlavi__exports_by_commodity_value_1956_59	Merchandise Exports by Commodity (Value, USD), 1956/57-1958/59	Trade (Exports)	1956/57-1958/59
wdi__TX.VAL.MRCH.CD	Merchandise exports	Trade (Exports)	
wdi__TX.VAL.MRCH.WL	Merchandise exports by the reporting economy	Trade (Exports)	
wdi__TX.VAL.MRCH.RS	Merchandise exports by the reporting economy, residual (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.AL	Merchandise exports to economies in the Arab World (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.HI	Merchandise exports to high-income economies (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R1	Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R2	Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R3	Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R4	Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R5	Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.R6	Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.OR	Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MRCH.WR	Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)	Trade (Exports)	
wdi__TX.VAL.MMTL.ZS	Ores and metals exports (% of merchandise exports)	Trade (Exports)	
wdi__TX.VAL.TRAN.ZS	Transport services (% of commercial service exports)	Trade (Exports)	
wdi__TX.VAL.TRVL.ZS	Travel services (% of commercial service exports)	Trade (Exports)	
iran_unctad_maritime__merchandise_trade_2005_2024	Merchandise Exports, Imports & Trade Balance (UNCTAD, 2005-2024 selected years)	Trade (Goods)	2005, 2010, 2015, 2024
wdi__TG.VAL.TOTL.GD	Merchandise trade (% of GDP)	Trade (Goods)	
pahlavi__ocean_trade_tonnage_1950_60	Ocean-Borne Trade Tonnage, Excl. Petroleum, 1950/51-1959/60	Trade (Goods)	1950/51-1959/60
wdi__TM.VAL.AGRI.ZS	Agricultural raw materials imports (% of merchandise imports)	Trade (Imports)	
wdi__TM.VAL.SERV.CD	Commercial service imports	Trade (Imports)	
wdi__TM.VAL.OTHR.ZS	Computer, communications and other services (% of commercial service imports)	Trade (Imports)	
wdi__TM.VAL.FOOD.ZS	Food imports (% of merchandise imports)	Trade (Imports)	
wdi__TM.VAL.FUEL.ZS	Fuel imports (% of merchandise imports)	Trade (Imports)	
iran_giews__cereal_import_requirements_2010_2027	GIEWS Cereal Import Requirement Forecasts by Grain Type (2010/11-2026/27)	Trade (Imports)	2010/11-2026/27
wdi__TM.VAL.ICTG.ZS	ICT goods imports	Trade (Imports)	
wdi__TM.UVI.MRCH.XD	Import unit value index	Trade (Imports)	
wdi__TM.VAL.MRCH.XD	Import value index	Trade (Imports)	
wdi__TM.QTY.MRCH.XD	Import volume index	Trade (Imports)	
wdi__TM.VAL.INSF.ZS	Insurance and financial services (% of commercial service imports)	Trade (Imports)	
wdi__TM.VAL.MANF.ZS	Manufactures imports (% of merchandise imports)	Trade (Imports)	
pahlavi__imports_by_commodity_value_1956_59	Merchandise Imports by Commodity (Value, USD), 1956/57-1958/59	Trade (Imports)	1956/57-1958/59
wdi__TM.VAL.MRCH.CD	Merchandise imports	Trade (Imports)	
wdi__TM.VAL.MRCH.WL	Merchandise imports by the reporting economy	Trade (Imports)	
wdi__TM.VAL.MRCH.RS	Merchandise imports by the reporting economy, residual (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.AL	Merchandise imports from economies in the Arab World (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.HI	Merchandise imports from high-income economies (% of total merchandise imports)	Trade (Imports)	
wdi__TM.VAL.MRCH.R1	Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)	Trade (Imports)	
