score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
29,تعرفه|حقوق گمرکی|مالیات بر ارزش افزوده|نرخ ارز,6a81da6c69dd,Divan_edalat_edari_votes,دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,1404/01/30,2025,گمرک ایران,6147,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/دستورالعمل_حقوق_ورودي_گوشي__تلفن_همراه_خ_..._امه_شماره1901562__1403_مورخ_28__12__1402_11938971201069855529.txt,court_ruling
29,بودجه|نرخ ارز|نقدینگی,57f6a8c265b0,general_laws,قانون اصلاح ماده  60  و جدول شماره  2  ق ... امي ايران و قانون بودجه سال 1382 كل كشور,1382/09/11,2003,مجلس شورای اسلامی,6623,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده__60__و_جدول_شماره__2__ق_..._امي_ايران_و_قانون_بودجه_سال_1382_كل_كشور_14918116952717102065.txt,law
29,حقوق گمرکی|مالیات بر ارزش افزوده,ee854602ac89,general_laws,قانون حمل و نقل و عبور كالاهاي خارجي از قلمرو جمهوري اسلامي ايران,1374/12/22,1996,مجلس شورای اسلامی,11461,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_حمل_و_نقل_و_عبور_كالاهاي_خارجي_از_قلمرو_جمهوري_اسلامي_ايران_2259920955264613687.txt,law
29,تعرفه|حقوق گمرکی,bd9f9e25488b,general_laws,قانون موافقتنامه همكاري هاي اقتصادي، باز ... جمهوري اسلامي ايران و دولت پادشاهي بحرين,1382/10/23,2004,مجلس شورای اسلامی,7813,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_همكاري_هاي_اقتصادي،_باز_..._جمهوري_اسلامي_ايران_و_دولت_پادشاهي_بحرين_15671279266833918606.txt,law
29,برق|تعرفه|حقوق گمرکی,78c453c63dd1,general_laws,قانون تسهيل برقي كردن چاههاي كشاورزي,1380/07/29,2001,مجلس شورای اسلامی,3394,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسهيل_برقي_كردن_چاههاي_كشاورزي_4696958831358096336.txt,law
29,تعرفه|نفت,f839a84fd75d,general_laws,اجازه ساختن ونگهداري لوله حمل نفت به شركت لوله نفت ايران,1315/11/18,1937,مجلس شورای ملی,24472,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اجازه_ساختن_ونگهداري_لوله_حمل_نفت_به_شركت_لوله_نفت_ايران_7874000308439554546.txt,other
29,تعرفه|حقوق گمرکی,fb5974d83761,general_laws,قانون اصلاح تعرفه گمركي,1337/04/10,1958,مجلس شورای ملی,221710,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_تعرفه_گمركي_1842832634575479117.txt,law
29,اصلاحات ارضی|بورس,39db1d051f8e,general_laws,تصميم قانوني دائر بابراز رأي اعتماد بدولت جناب آقاي امير عباس هويدا نخست وزير,1350/07/01,1971,مجلس شورای ملی,136556,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصميم_قانوني_دائر_بابراز_رأي_اعتماد_بدولت_جناب_آقاي_امير_عباس_هويدا_نخست_وزير_12802668988288235775.txt,other
29,تعرفه|حقوق گمرکی|مالیات بر ارزش افزوده|نرخ ارز,f659eb2abb98,general_laws,دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,1404/01/30,2025,گمرک ایران,6147,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/دستورالعمل_حقوق_ورودي_گوشي__تلفن_همراه_خ_..._امه_شماره1901562__1403_مورخ_28__12__1402_11938971201069855529.txt,other
29,بودجه|بورس,121a2e5bef33,general_laws,قانون بودجه سال 1373 كل كشور,1372/12/23,1994,مجلس شورای اسلامی,163069,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1373_كل_كشور_14294593124468678106.txt,law
29,اصلاحات ارضی|برنامه توسعه|بهره|ملی شدن,15e7b11910ca,general_laws,قانون تاسيس شركتهاي بهره برداري از اراضي زير سدها,1347/02/30,1968,مجلس شورای ملی,4076,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تاسيس_شركتهاي_بهره_برداري_از_اراضي_زير_سدها_3197842115326795726.txt,law
29,بودجه|بورس,747f7d21409e,general_laws,قانون بودجه سال 1371 كل كشور,1370/11/10,1992,مجلس شورای اسلامی,122565,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1371_كل_كشور_11613595101429101113.txt,law
29,بودجه|بورس,62d2a7f2b994,general_laws,قانون بودجه سال 1378 كل كشور,1377/11/13,1999,مجلس شورای اسلامی,204682,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1378_كل_كشور_4263625655320850818.txt,law
29,بورس,76703fdbc108,general_laws,قانون تنظيم بخشي از مقررات مالي دولت,1380/11/27,2002,کمیسیون برنامه و بودجه و محاسبات مجلس شورای اسلامی,302752,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تنظيم_بخشي_از_مقررات_مالي_دولت_10444344590630024339.txt,law
29,بودجه|بورس,eb409906bd64,general_laws,قانون بودجه سال 1377 كل كشور,1376/11/08,1998,مجلس شورای اسلامی,173662,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1377_كل_كشور_246573971656698567.txt,law
29,تعرفه|صادرات|واردات,ee62c4029b96,general_laws,قانون مقررات صادرات و واردات سال 1364,1364/02/17,1985,مجلس شورای اسلامی,17459,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مقررات_صادرات_و_واردات_سال_1364_10311027332388425096.txt,law
29,بورس|ملی شدن,88c7c9a73e67,general_laws,قانون تاسيس وزارت نيرو,1353/11/28,1975,مجلس شورای ملی,8148,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تاسيس_وزارت_نيرو_8814163523492664935.txt,law
29,بورس,ea933d370ef5,useful_laws,قانون تنظيم بخشي از مقررات مالي دولت,1380/11/27,2002,کمیسیون برنامه و بودجه و محاسبات مجلس شورای اسلامی,302508,/Users/rohamhosseini/Documents/scraper simple/laws_clean/useful_laws/قانون تنظيم بخشي از مقررات مالي دولت.txt,law
28,بودجه|یارانه,44a71e679274,Aeen-Nameh,آيين نامه اجرايي بند  الف  تبصره  12    قانون بودجه سال 1382  كل كشور,1382/01/06,2003,هیات وزیران,5317,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__الف__تبصره__12____قانون_بودجه_سال_1382__كل_كشور_17342717501554084107.txt,law
28,بودجه|یارانه,cb918a26cea1,Aeen-Nameh,آيين نامه اجرايي بند  د  تبصره  6  قانون بودجه سال 1386 كل كشور,1386/01/22,2007,هیات وزیران,16546,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__د__تبصره__6__قانون_بودجه_سال_1386_كل_كشور_673961771112119691.txt,law
28,بودجه|یارانه,9eafaea6c325,Aeen-Nameh,آيين نامه اجرايي بند  الف  تبصره  12  قانون بودجه سال 1383 كل كشور,1383/02/23,2004,هیات وزیران,5234,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__الف__تبصره__12__قانون_بودجه_سال_1383_كل_كشور_1505292613462661880.txt,law
28,بودجه|خرید تضمینی|نقدینگی,4f69a02ffbd8,Aeen-Nameh,اصلاح آيين نامه اجرايي بندهاي  ب  ،  پ   ...   تبصره  3  قانون بودجه سال 1383 كل كشور,1383/08/06,2004,هیات وزیران,6327,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بندهاي__ب__،__پ___...___تبصره__3__قانون_بودجه_سال_1383_كل_كشور_18021760227859337630.txt,law
28,بودجه,1500c61e97da,Aeen-Nameh,آيين نامه اجرايي تبصره   3   قانون بودجه سال 1374كل كشور,1374/04/04,1995,هیات وزیران,35165,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره___3___قانون_بودجه_سال_1374كل_كشور_7159701894894082993.txt,law
28,بودجه|یارانه,a9ddcbe8e272,Aeen-Nameh,آيين نامه  اجرايي  بند ح  تبصره  3 قانون  بودجه  سال  1382 كل  كشور,1382/01/06,2003,هیات وزیران,12474,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__بند_ح__تبصره__3_قانون__بودجه__سال__1382_كل__كشور_8181969466424988288.txt,law
28,تعرفه|عوارض|قیمت‌گذاری,945d14bb4bdf,Divan_edalat_edari_votes,رأي شماره 95 هيئت عمومي ديوان عدالت ادار ...  تعرفه هاي حقوق، عوارض و هزينه هاي بندري,1383/03/17,2004,اطلاعات پایه,6031,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_95_هيئت_عمومي_ديوان_عدالت_ادار_...__تعرفه_هاي_حقوق،_عوارض_و_هزينه_هاي_بندري_3592240759104290551.txt,court_ruling
28,بودجه|بورس|مالیات بر ارزش افزوده,ed1e5e6a1d9a,Divan_edalat_edari_votes,راي شماره 2819 هيأت عمومي ديوان عدالت اد ... بصره  6  ماده واحده قانون بودجه سال 1400,1400/10/21,2022,اطلاعات پایه,10938,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/راي_شماره_2819_هيأت_عمومي_ديوان_عدالت_اد_..._بصره__6__ماده_واحده_قانون_بودجه_سال_1400_4950624648827791370.txt,court_ruling
28,بودجه|بورس,9d4dc4432768,general_laws,قانون بودجه اصلاحي سال 1352 و بودجه سال 1353 كل كشور,1352/11/07,1974,مجلس شورای ملی,57266,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_اصلاحي_سال_1352_و_بودجه_سال_1353_كل_كشور_5186452974574492080.txt,law
28,بودجه|حقوق گمرکی,af53aeaca28c,general_laws,قانون بودجه كل سال 1317 كشور,1316/12/15,1938,مجلس شورای ملی,11639,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_كل_سال_1317_كشور_16771901778197650069.txt,law
28,بودجه|حقوق گمرکی,f38c2e2dbd10,general_laws,قانون بودجه كل كشور سال 1316 كشور,1315/12/23,1937,مجلس شورای ملی,10606,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_كل_كشور_سال_1316_كشور_2394033998485445230.txt,law
28,تعرفه|حقوق گمرکی,15af6de836cd,general_laws,قانون موافقتنامه همكاري بازرگاني - اقتصا ... لامي ايران و جمهوري ارمنستان و تركمنستان,1375/08/20,1996,مجلس شورای اسلامی,7406,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_همكاري_بازرگاني_-_اقتصا_..._لامي_ايران_و_جمهوري_ارمنستان_و_تركمنستان_13369861879917824551.txt,law
28,بودجه,179bea28a9e9,general_laws,قانون بودجه اصلاحي سال 1343 كل كشور,1343/05/04,1964,مجلس شورای ملی,87539,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_اصلاحي_سال_1343_كل_كشور_9706765496173347029.txt,law
28,ارز|حقوق گمرکی,924911dd4d02,general_laws,قانون هيأت امناي صرفه جويي ارزي در معالجه بيماران,1378/09/21,1999,مجلس شورای اسلامی,4853,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_هيأت_امناي_صرفه_جويي_ارزي_در_معالجه_بيماران_17299849898945564667.txt,law
28,بودجه|بورس|یارانه,8726f49d6aa7,general_laws,قانون اصلاح قانون بودجه سال 1377 كل كشور,1377/07/22,1998,مجلس شورای اسلامی,8086,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_بودجه_سال_1377_كل_كشور_2744847581425909151.txt,law
28,ارز|بورس,6998f10f4010,useful_laws,قانون مبارزه با قاچاق كالا و ارز,1392/10/03,2013,مجلس شورای اسلامی,130382,/Users/rohamhosseini/Documents/scraper simple/laws_clean/useful_laws/قانون مبارزه با قاچاق كالا و ارز.txt,law
27,اصل ۴۴|بورس|خصوصی‌سازی|قیمت‌گذاری,e7060f9cef77,Aeen-Nameh,آيين نامه اجرايي شيوه هاي قيمت گذاري بنگاه ها و نحوه اعمال شيوه ها ي مذكور در همين چارچوب,1387/11/27,2009,شورای عالی اجرای سیاستهای کلی اصل ۴۴ قانون اساسی,14380,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_شيوه_هاي_قيمت_گذاري_بنگاه_ها_و_نحوه_اعمال_شيوه_ها_ي_مذكور_در_همين_چارچوب_1242606394335590093.txt,other
27,خرید تضمینی|قیمت‌گذاری|نقدینگی,03ca8c16765a,Aeen-Nameh,آيين نامه اجرايي ماده 32 قانون برنامه سو ... ادي،اجتماعي و فرهنگي جمهوري اسلامي ايران,1381/04/05,2002,هیات وزیران,3094,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده_32_قانون_برنامه_سو_..._ادي،اجتماعي_و_فرهنگي_جمهوري_اسلامي_ايران_9742680315902160017.txt,law
27,بودجه|تعرفه|حقوق گمرکی,b2316d0a7016,Aeen-Nameh,بخشنامه گمرك در خصوص ابلاغ احكام قانون بودجه سال 1404 كل كشور,,,", ۰۱ , ۲۷",5589,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/بخشنامه_گمرك_در_خصوص_ابلاغ_احكام_قانون_بودجه_سال_1404_كل_كشور_5775278626612494259.txt,law
