correlation_id,chart_id,chart_title,event_date,event_title,event_source_file,relationship_type,confidence,direction,lag_description,justification,caveats
evm_000059,wdi__NY.GDP.PETR.RT,Oil rents (% of GDP),2018-05-08,US withdraws from the JCPOA,timeline/global.csv,causal,4,decrease,same year to 1 year lag,"Reimposition of oil sanctions (full 'snapback' by November 2018) cut Iranian crude exports from roughly 2.5 million to under 0.5 million barrels/day by 2019-2020, directly collapsing export revenue and oil rents.","A portion of the 2019-2020 decline coincides with the COVID-19 oil-demand collapse, which independently depressed both price and volume from March 2020 onward."
evm_000060,wdi__NY.GDP.MKTP.KD,GDP growth,2018-05-08,US withdraws from the JCPOA,timeline/global.csv,causal,4,decrease,same year to 1 year lag,"Re-isolation from the dollar banking system and the oil-export collapse drove Iran into recession, with GDP contracting roughly 6% in 2018 and 7% in 2019, widely attributed to the sanctions snapback.",Chronic banking-sector fragility and pre-existing structural weaknesses in the Iranian economy also contributed to the downturn's depth.
evm_000061,wdi__FP.CPI.TOTL,"Inflation, consumer prices",2018-05-08,US withdraws from the JCPOA,timeline/global.csv,causal,4,increase,same year to 1 year lag,"The rial collapse passed through rapidly to import and domestic prices, pushing Iranian consumer-price inflation from roughly 10% to over 40% by 2019, a well-documented sanctions-driven spike.",Loose monetary financing of the budget deficit amid falling oil revenue was a compounding driver of inflation alongside the exchange-rate shock.
evm_000062,iran_fx__gold_coin_bahar_azadi_price_daily_2013_2026,"Bahar Azadi Gold Coin Price, Rial, Daily (2013-07-22 to 2026-07-11)",2018-05-08,US withdraws from the JCPOA,timeline/global.csv,causal,3,increase,same year,"Gold coins are a standard rial-denominated hedge in Iran; their rial price tracks the currency's collapse closely, and both series show a sharp rise coinciding with the sanctions snapback and rial devaluation from mid-2018.","Global gold-dollar prices also moved over this period, so part of the rial-price rise reflects world gold-market conditions rather than the rial alone; the two effects are not separated in this series."
evm_000063,iran_fx__gold_coin_emami_price_daily_2010_2026,"Emami Gold Coin Price, Rial, Daily (2010-04-04 to 2026-07-11)",2018-05-08,US withdraws from the JCPOA,timeline/global.csv,causal,3,increase,same year,"Gold coins are a standard rial-denominated hedge in Iran; their rial price tracks the currency's collapse closely, and both series show a sharp rise coinciding with the sanctions snapback and rial devaluation from mid-2018.","Global gold-dollar prices also moved over this period, so part of the rial-price rise reflects world gold-market conditions rather than the rial alone; the two effects are not separated in this series."
evm_000064,wdi__SH.DTH.OCVD,"Cause of death, by other COVID-19 pandemic-related outcomes (% of total)",2020-03-11,COVID-19 declared a pandemic,timeline/global.csv,causal,5,increase,same year,"This series directly measures the share of deaths attributed to COVID-19-pandemic-related outcomes, the pandemic's most direct measurable effect.","Reported COVID death shares are sensitive to each country's testing and cause-of-death coding practices, which varied widely (Iran and Russia both faced credible undercount allegations)."
evm_000065,wdi__NY.GDP.MKTP.KD,GDP growth,2020-03-11,COVID-19 declared a pandemic,timeline/global.csv,causal,4,decrease,same year,"Synchronized global lockdowns collapsed travel and industrial oil demand and triggered a worldwide recession in 2020, directly depressing both global crude prices (including Iran's OPEC reference-basket price) and GDP growth across the roster.","For Iran specifically, US sanctions were already suppressing oil exports before the pandemic, so the 2020 price/output effects layer on top of a pre-existing sanctions shock rather than starting from a normal baseline."
evm_000066,iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)",2020-03-11,COVID-19 declared a pandemic,timeline/global.csv,causal,4,decrease,same year,"Synchronized global lockdowns collapsed travel and industrial oil demand and triggered a worldwide recession in 2020, directly depressing both global crude prices (including Iran's OPEC reference-basket price) and GDP growth across the roster.","For Iran specifically, US sanctions were already suppressing oil exports before the pandemic, so the 2020 price/output effects layer on top of a pre-existing sanctions shock rather than starting from a normal baseline."
evm_000067,iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)",2020-04-20,WTI oil futures trade negative,timeline/global.csv,contributing,3,decrease,same week,"The WTI negative-settlement event was the sharpest single data point of the broader April 2020 COVID oil-demand collapse and storage-capacity crunch, a period in which Iran's OPEC reference-basket price also fell to multi-year lows.","Iranian heavy crude is priced and delivered very differently from landlocked US WTI (no negative settlement occurred for seaborne grades); the link here is a shared demand-collapse driver, not the same market mechanism."
evm_000068,iran_opec__heavy_crude_spot_price_2020_2024,"Iran Heavy Crude Oil Spot Price, OPEC Reference Basket (2020-2024)",2022-02-24,Russian invasion of Ukraine,timeline/global.csv,contributing,3,increase,same year,"Sweeping Western sanctions on Russian energy exports tightened global oil supply and lifted prices in 2022, a tailwind that also raised the price Iran received for the crude it could still sell despite its own sanctions.","Iran's exports remained sanctioned throughout, so it captured the price benefit only on volumes it could move (mainly to China at a discount), not the full global price gain."
evm_000069,wdi__NY.GDP.MKTP.KD,GDP growth,2022-02-24,Russian invasion of Ukraine,timeline/global.csv,causal,3,decrease,same year,Sweeping Western financial and export-control sanctions imposed after the invasion drove a Russian GDP contraction (roughly -1 to -2%) in 2022.,"The contraction was smaller and shorter than initially forecast, as Russia rerouted trade toward Asia and ran expansionary wartime fiscal policy, partly offsetting the sanctions shock."
evm_000070,wdi__BN.CAB.XOKA,Current account balance,2022-02-24,Russian invasion of Ukraine,timeline/global.csv,contributing,3,increase,same year,High energy prices combined with a sanctions-driven collapse in Russian imports pushed Russia's current account surplus to record levels in 2022.,"The imports collapse (a supply-side sanctions effect) mechanically inflates the current account balance even as overall trade volumes shrank, so a rising balance here does not indicate a healthier economy."
evm_000071,wdi__FP.CPI.TOTL,"Inflation, consumer prices",2022-02-24,Russian invasion of Ukraine,timeline/global.csv,causal,4,increase,same year,"Energy and food-price shocks from the war drove a documented inflation surge in Spain and Italy in 2022, both captured in this shared inflation series.",Post-pandemic supply-chain pressures and pre-existing monetary stimulus were already pushing European inflation up before the invasion; the war compounded rather than started the surge.
evm_000072,fx__official_vs_parallel_gap_irn,U.S. Dollar Exchange Rate,2022-03/2023-07,Fastest Federal Reserve tightening cycle since the 1980s,timeline/global.csv,contributing,2,increase,gradual over the period,"Broad-based dollar strength during the Fed's tightening cycle put downward pressure on many emerging-market currencies globally, a secondary headwind on the rial's parallel-market value alongside Iran's own sanctions and inflation dynamics.","Iran's currency depreciation over this period is overwhelmingly explained by domestic sanctions, inflation, and money-supply growth; the Fed-tightening channel is a minor, hard-to-isolate contributor given Iran's limited integration with global capital markets."
evm_000073,wdi__DT.DOD.DIMF,Use of IMF credit,2006-01-03,Argentina prepays entire IMF debt,timeline/argentina.csv,causal,5,decrease,same year,"Argentina's one-off ~$9.5bn payment from central-bank reserves in Jan 2006 extinguished essentially all outstanding IMF credit, driving Argentina's 'Use of IMF credit' line to zero from 2006 onward.","This is a multi-country comparator chart (ARG, IRN, IRQ, RUS, TUR); the effect is specific to Argentina's own series and says nothing about the other countries plotted alongside it."
evm_000074,wdi__DT.TDS.DIMF,IMF repurchases and charges,2006-01-03,Argentina prepays entire IMF debt,timeline/argentina.csv,causal,4,increase,same year,"The lump-sum prepayment itself registers as a one-time spike in 'IMF repurchases and charges' (debt service to the Fund) for Argentina in 2006, before falling to zero afterward since no IMF debt remained.",A single-year spike followed by zero can be hard to read correctly without isolating Argentina's line from the other comparator countries in the same chart.
