chart_id,title,category,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status
wdi__GC.REV.SOCL,Social contributions (current LCU),Government Finance,wdi,,2,GC.REV.SOCL.CN|GC.REV.SOCL.ZS,new
wdi__TX.VAL.MRCH.R4,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Trade (Exports),wdi,,1,TX.VAL.MRCH.R4.ZS,new
wdi__NV.IND.MANF,"Manufacturing, value added (% of GDP)",Industry / Value Added by Sector,wdi,,5,NV.IND.MANF.KN|NV.IND.MANF.ZS|NV.IND.MANF.CN|NV.IND.MANF.CD|NV.IND.MANF.KD,new
wdi__SL.UEM.BASC.FE,"Unemployment with basic education, female (% of female labor force with basic education)",Labor & Employment,wdi,,1,SL.UEM.BASC.FE.ZS,new
wdi__SE.SEC.TCAQ.UP.MA,"Trained teachers in upper secondary education, male (% of male teachers)",Education,wdi,,1,SE.SEC.TCAQ.UP.MA.ZS,new
wdi__SP.POP.2529.MA,"Population ages 25-29, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.2529.MA.5Y,new
wdi__SH.VAC.TTNS,Newborns protected against tetanus (%),Health,wdi,,1,SH.VAC.TTNS.ZS,new
wdi__SH.XPD.GHED.CH,Domestic general government health expenditure (% of current health expenditure),Health,wdi,,1,SH.XPD.GHED.CH.ZS,new
wdi__ST.INT.RCPT.XP,"International tourism, receipts (% of total exports)",Tourism & Trade Services,wdi,,1,ST.INT.RCPT.XP.ZS,new
wdi__FM.AST.NFRG,Net foreign assets (current LCU),Financial Sector (Monetary),wdi,,1,FM.AST.NFRG.CN,new
wdi__SE.SEC.PROG.MA,"Progression to secondary school, male (%)",Education,wdi,,1,SE.SEC.PROG.MA.ZS,new
wdi__DT.NFL.MOTH,"Net financial flows, others (NFL, current US$)",External Debt,wdi,,1,DT.NFL.MOTH.CD,new
wdi__SH.STA.WAST.FE,"Prevalence of wasting, weight for height, female (% of children under 5)",Health,wdi,,1,SH.STA.WAST.FE.ZS,new
wdi__DC.DAC.PRTL,"Net bilateral aid flows from DAC donors, Portugal (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.PRTL.CD,new
wdi__EG.ELC.HYRO,Electricity production from hydroelectric sources (% of total),Energy,wdi,,1,EG.ELC.HYRO.ZS,new
wdi__DT.TDS.MLAT.PG,Multilateral debt service (% of public and publicly guaranteed debt service),External Debt,wdi,,1,DT.TDS.MLAT.PG.ZS,new
wdi__BM.GSR.CMCP,"Communications, computer, etc. (% of service imports, BoP)",Balance of Payments (Payments),wdi,,1,BM.GSR.CMCP.ZS,new
wdi__NE.CON.GOVT,General government final consumption expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,,5,NE.CON.GOVT.KN|NE.CON.GOVT.CD|NE.CON.GOVT.KD|NE.CON.GOVT.CN|NE.CON.GOVT.ZS,new
wdi__SP.DYN.CBRT,"Birth rate, crude (per 1,000 people)",Demographics & Population,wdi,,1,SP.DYN.CBRT.IN,new
wdi__SH.MED.CMHW,"Community health workers (per 1,000 people)",Health,wdi,,1,SH.MED.CMHW.P3,new
wdi__SP.POP.2024.MA,"Population ages 20-24, male (% of male population)",Demographics & Population,wdi,,1,SP.POP.2024.MA.5Y,new
wdi__BM.GSR.INSF,"Insurance and financial services (% of service imports, BoP)",Balance of Payments (Payments),wdi,,1,BM.GSR.INSF.ZS,new
wdi__SH.DYN.AIDS.FE,Women's share of population ages 15+ living with HIV (%),Health,wdi,,1,SH.DYN.AIDS.FE.ZS,new
wdi__EN.URB,Population in largest city,Environment,wdi,,2,EN.URB.MCTY|EN.URB.LCTY,new
wdi__per_sa_allsa.cov_q5_tot,Coverage of social safety net programs in richest quintile (% of population),Other (per),wdi,,1,per_sa_allsa.cov_q5_tot,new
wdi__SP.DYN.LE00.FE,"Life expectancy at birth, female (years)",Demographics & Population,wdi,,1,SP.DYN.LE00.FE.IN,new
wdi__SG.GEN.PARL,Proportion of seats held by women in national parliaments (%),Gender,wdi,,1,SG.GEN.PARL.ZS,new
wdi__DT.DOD.DPNG,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",External Debt,wdi,,1,DT.DOD.DPNG.CD,new
wdi__TM.VAL.MRCH.R3,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Trade (Imports),wdi,,1,TM.VAL.MRCH.R3.ZS,new
wdi__NY.ADJ.NNAT,Adjusted savings: net national savings (current US$),Macro / National Accounts,wdi,,1,NY.ADJ.NNAT.CD,new
wdi__BX.KLT.DINV.WD.GD,"Foreign direct investment, net inflows (% of GDP)",Balance of Payments (Receipts),wdi,,1,BX.KLT.DINV.WD.GD.ZS,new
wdi__SP.RUR.TOTL,Rural population growth (annual %),Demographics & Population,wdi,,2,SP.RUR.TOTL.ZS|SP.RUR.TOTL.ZG,new
wdi__DT.ODA.ODAT.PC,Net ODA received per capita (current US$),External Debt,wdi,,1,DT.ODA.ODAT.PC.ZS,new
wdi__GC.XPN.TOTL,Expense (current LCU),Government Finance,wdi,,1,GC.XPN.TOTL.CN,new
wdi__IT.CEL,Mobile cellular subscriptions,Infrastructure & Technology,wdi,,1,IT.CEL.SETS,new
wdi__DC.DAC.SWEL,"Net bilateral aid flows from DAC donors, Sweden (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.SWEL.CD,new
wdi__per_sa_allsa.cov_q1_tot,Coverage of social safety net programs in poorest quintile (% of population),Other (per),wdi,,1,per_sa_allsa.cov_q1_tot,new
wdi__SH.STA.BASS.UR,"People using at least basic sanitation services, urban (% of urban population)",Health,wdi,,1,SH.STA.BASS.UR.ZS,new
wdi__SL.TLF.TOTL,"Labor force, total",Labor & Employment,wdi,,1,SL.TLF.TOTL.IN,new
wdi__NV.IND.EMPL,"Industry (including construction), value added per worker (constant 2015 US$)",Industry / Value Added by Sector,wdi,,1,NV.IND.EMPL.KD,new
wdi__GD_WBL_OVL,WBL: Legal Framework Index (scale 0-100),Gender / Legal Rights,wdi,,3,GD_WBL_OVL_SFR|GD_WBL_OVL_LAW|GD_WBL_OVL_ENF,new
wdi__EN.GHG.CO2.LU.OL.MT.CE,Carbon dioxide (CO2) net fluxes from LULUCF - Other Land (Mt CO2e),Environment,wdi,,1,EN.GHG.CO2.LU.OL.MT.CE.AR5,new
wdi__SL.TLF.CACT.MA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.TLF.CACT.MA.ZS,new
wdi__NY.GNS.ICTR,Gross savings (% of GDP),Macro / National Accounts,wdi,,3,NY.GNS.ICTR.CD|NY.GNS.ICTR.ZS|NY.GNS.ICTR.CN,new
wdi__DC.DAC.ESTL,"Net bilateral aid flows from DAC donors, Estonia (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.ESTL.CD,new
wdi__SP.POP.SCIE.RD,Researchers in R&D (per million people),Demographics & Population,wdi,,1,SP.POP.SCIE.RD.P6,new
wdi__MS.MIL.XPRT,Arms exports (SIPRI trend indicator values),Military Expenditure,wdi,,1,MS.MIL.XPRT.KD,new
wdi__SE.SEC.CMPT.LO.FE,"Lower secondary completion rate, female (% of relevant age group)",Education,wdi,,1,SE.SEC.CMPT.LO.FE.ZS,new
wdi__ER.H2O.FWST,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Environment (Land & Resources),wdi,,1,ER.H2O.FWST.ZS,new
wdi__NV.AGR.EMPL,"Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Industry / Value Added by Sector,wdi,,1,NV.AGR.EMPL.KD,new
wdi__NE.CON.PCAP.PP,"Households and NPISHs Final consumption expenditure per capita, PPP (current international $)",Macro / Expenditure & Trade Aggregates,wdi,,2,NE.CON.PCAP.PP.KD|NE.CON.PCAP.PP.CD,new
wdi__IS.AIR,"Air transport, passengers carried",Infrastructure (Transport),wdi,,2,IS.AIR.PSGR|IS.AIR.DPRT,new
wdi__BX.GSR.TOTL,"Exports of goods, services and primary income (BoP, current US$)",Balance of Payments (Receipts),wdi,,1,BX.GSR.TOTL.CD,new
wdi__SI.SPR,Prosperity gap (average shortfall from a prosperity standard of $28/day),Poverty & Inequality,wdi,,3,SI.SPR.PGAP|SI.SPR.PC40|SI.SPR.PCAP,new
wdi__SE.PRM.PRS5.MA,"Persistence to grade 5, male (% of cohort)",Education,wdi,,1,SE.PRM.PRS5.MA.ZS,new
wdi__EG.ELC.RNWX,"Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy,wdi,,2,EG.ELC.RNWX.KH|EG.ELC.RNWX.ZS,new
wdi__ER.FSH.CAPT,Capture fisheries production (metric tons),Environment (Land & Resources),wdi,,1,ER.FSH.CAPT.MT,new
wdi__per_sa_allsa.ben_q1_tot,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),Other (per),wdi,,1,per_sa_allsa.ben_q1_tot,new
wdi__FX.OWN.TOTL.YG,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",Exchange Rates,wdi,,1,FX.OWN.TOTL.YG.ZS,new
wdi__ER.FSH.PROD,Total fisheries production (metric tons),Environment (Land & Resources),wdi,,1,ER.FSH.PROD.MT,new
wdi__SE.XPD.PRIM,Expenditure on primary education (% of government expenditure on education),Education,wdi,,1,SE.XPD.PRIM.ZS,new
wdi__SL.EMP.1524.SP.MA.NE,"Employment to population ratio, ages 15-24, male (%) (national estimate)",Labor & Employment,wdi,,1,SL.EMP.1524.SP.MA.NE.ZS,new
wdi__IS.AIR.GOOD.MT,"Air transport, freight (million ton-km)",Infrastructure (Transport),wdi,,1,IS.AIR.GOOD.MT.K1,new
wdi__GC.TAX.EXPT,Taxes on exports (current LCU),Government Finance,wdi,,2,GC.TAX.EXPT.ZS|GC.TAX.EXPT.CN,new
wdi__SL.EMP.VULN.FE,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.EMP.VULN.FE.ZS,new
wdi__NY.GDP.PETR.RT,Oil rents (% of GDP),Macro / National Accounts,wdi,,1,NY.GDP.PETR.RT.ZS,new
wdi__SH.DYN.MORT,"Mortality rate, under-5, male (per 1,000 live births)",Health,wdi,,2,SH.DYN.MORT.FE|SH.DYN.MORT.MA,new
wdi__TM.VAL.ICTG.ZS,ICT goods imports (% total goods imports),Trade (Imports),wdi,,1,TM.VAL.ICTG.ZS.UN,new
wdi__DT.NFL.PCBO,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",External Debt,wdi,,1,DT.NFL.PCBO.CD,new
wdi__SH.MMR.RISK,Lifetime risk of maternal death (%),Health,wdi,,1,SH.MMR.RISK.ZS,new
wdi__BX.GSR.NFSV,"Service exports (BoP, current US$)",Balance of Payments (Receipts),wdi,,1,BX.GSR.NFSV.CD,new
wdi__FI.RES.XGLD,Total reserves minus gold (current US$),Financial Sector (Interest Rates),wdi,,1,FI.RES.XGLD.CD,new
wdi__SL.UEM.1524.FE.NE,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",Labor & Employment,wdi,,1,SL.UEM.1524.FE.NE.ZS,new
wdi__SE.PRM.NINT.FE,"Net intake rate in grade 1, female (% of official school-age population)",Education,wdi,,1,SE.PRM.NINT.FE.ZS,new
wdi__SE.PRM.UNER.MA,"Children out of school, male (% of male primary school age)",Education,wdi,,1,SE.PRM.UNER.MA.ZS,new
wdi__DC.DAC.NLDL,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.NLDL.CD,new
wdi__NY.GDP.PCAP,GDP per capita (current US$),Macro / National Accounts,wdi,,4,NY.GDP.PCAP.CD|NY.GDP.PCAP.KN|NY.GDP.PCAP.KD|NY.GDP.PCAP.CN,new
wdi__DT.TDS.DIMF,"IMF repurchases and charges (TDS, current US$)",External Debt,wdi,,1,DT.TDS.DIMF.CD,new
wdi__NE.DAB.TOTL,Gross national expenditure (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,,5,NE.DAB.TOTL.KD|NE.DAB.TOTL.CD|NE.DAB.TOTL.ZS|NE.DAB.TOTL.CN|NE.DAB.TOTL.KN,new
wdi__SE.XPD.TOTL.GB,"Government expenditure on education, total (% of government expenditure)",Education,wdi,,1,SE.XPD.TOTL.GB.ZS,new
wdi__SE.ADT.1524.LT.FM,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",Education,wdi,,1,SE.ADT.1524.LT.FM.ZS,new
wdi__DC.DAC.SVNL,"Net bilateral aid flows from DAC donors, Slovenia (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.SVNL.CD,new
wdi__SE.SEC.PROG,Progression to secondary school (%),Education,wdi,,1,SE.SEC.PROG.ZS,new
wdi__PX.REX,Real effective exchange rate index (2010 = 100),Price Indices,wdi,,1,PX.REX.REER,new
wdi__SP.DYN.CDRT,"Death rate, crude (per 1,000 people)",Demographics & Population,wdi,,1,SP.DYN.CDRT.IN,new
wdi__SP.POP.5559.FE,"Population ages 55-59, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.5559.FE.5Y,new
wdi__NV.MNF.FBTO.ZS,"Food, beverages and tobacco (% of value added in manufacturing)",Industry / Value Added by Sector,wdi,,1,NV.MNF.FBTO.ZS.UN,new
wdi__SI.POV.LMIC,Poverty gap at $4.20 a day (2021 PPP) (%),Poverty & Inequality,wdi,,1,SI.POV.LMIC.GP,new
wdi__NY.GDP.MKTP.PP,"GDP, PPP (current international $)",Macro / National Accounts,wdi,,2,NY.GDP.MKTP.PP.CD|NY.GDP.MKTP.PP.KD,new
wdi__SH.XPD.EHEX.PC,External health expenditure per capita (current US$),Health,wdi,,1,SH.XPD.EHEX.PC.CD,new
wdi__SL.UEM.TOTL.NE,"Unemployment, total (% of total labor force) (national estimate)",Labor & Employment,wdi,,1,SL.UEM.TOTL.NE.ZS,new
wdi__SL.SRV.EMPL.MA,"Employment in services, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.SRV.EMPL.MA.ZS,new
wdi__SH.PRV,Prevalence of current tobacco use (% of adults),Health,wdi,,1,SH.PRV.SMOK,new
wdi__SE.LPV.PRIM,Primary school age children out-of-school (%),Education,wdi,,4,SE.LPV.PRIM.FE|SE.LPV.PRIM.LD|SE.LPV.PRIM.MA|SE.LPV.PRIM.SD,new
wdi__SH.MLR.INCD,"Incidence of malaria (per 1,000 population at risk)",Health,wdi,,1,SH.MLR.INCD.P3,new
wdi__SL.TLF.CACT.NE,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",Labor & Employment,wdi,,1,SL.TLF.CACT.NE.ZS,new
wdi__EN.GHG.CH4.FE.MT.CE,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Environment,wdi,,1,EN.GHG.CH4.FE.MT.CE.AR5,new
wdi__SN.ITK.SALT,Consumption of iodized salt (% of households),Nutrition,wdi,,1,SN.ITK.SALT.ZS,new
wdi__SE.SEC.ENRL,"Secondary education, general pupils",Education,wdi,,2,SE.SEC.ENRL.GC|SE.SEC.ENRL.VO,new
wdi__EN.GHG.N2O.MT.CE,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Environment,wdi,,1,EN.GHG.N2O.MT.CE.AR5,new
wdi__SE.XPD.CTOT,"Current education expenditure, total (% of total expenditure in public institutions)",Education,wdi,,1,SE.XPD.CTOT.ZS,new
wdi__TM.VAL.MRCH.R4,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Trade (Imports),wdi,,1,TM.VAL.MRCH.R4.ZS,new
wdi__SE.TER.TCHR.FE,"Tertiary education, academic staff (% female)",Education,wdi,,1,SE.TER.TCHR.FE.ZS,new
wdi__AG.LND.TOTL.UR,Urban land area (sq. km),Agriculture & Rural Development,wdi,,1,AG.LND.TOTL.UR.K2,new
wdi__SE.PRM.UNER,"Children out of school, primary, male",Education,wdi,,3,SE.PRM.UNER.FE|SE.PRM.UNER.MA|SE.PRM.UNER.ZS,new
wdi__NE.CON.GOVT.KD,General government final consumption expenditure (annual % growth),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.CON.GOVT.KD.ZG,new
wdi__SP.POP.0004.FE,"Population ages 00-04, female (% of female population)",Demographics & Population,wdi,,1,SP.POP.0004.FE.5Y,new
wdi__SH.XPD.EHEX.CH,External health expenditure (% of current health expenditure),Health,wdi,,1,SH.XPD.EHEX.CH.ZS,new
wdi__SP.URB.TOTL.IN,Urban population (% of total population),Demographics & Population,wdi,,1,SP.URB.TOTL.IN.ZS,new
wdi__DT.NFL.CERF,"Net official flows from UN agencies, CERF (current US$)",External Debt,wdi,,1,DT.NFL.CERF.CD,new
wdi__TM.TAX.MRCH.WM.FN,"Tariff rate, most favored nation, weighted mean, all products (%)",Trade (Imports),wdi,,1,TM.TAX.MRCH.WM.FN.ZS,new
wdi__DC.DAC.GBRL,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.GBRL.CD,new
wdi__FM.LBL.BMNY.IR,Broad money to total reserves ratio,Financial Sector (Monetary),wdi,,1,FM.LBL.BMNY.IR.ZS,new
wdi__SL.UEM.NEET.MA.ME,"Share of youth not in education, employment or training, male (% of male youth population)  (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.UEM.NEET.MA.ME.ZS,new
wdi__NV.FSM.TOTL,Financial intermediary services indirectly Measured (FISIM) (current LCU),Industry / Value Added by Sector,wdi,,1,NV.FSM.TOTL.CN,new
wdi__BN.GSR.MRCH,"Net trade in goods (BoP, current US$)",Balance of Payments (Net),wdi,,1,BN.GSR.MRCH.CD,new
wdi__SH.SVR.WAST,"Prevalence of severe wasting, weight for height (% of children under 5)",Health,wdi,,1,SH.SVR.WAST.ZS,new
wdi__SP.DYN.LE00.MA,"Life expectancy at birth, male (years)",Demographics & Population,wdi,,1,SP.DYN.LE00.MA.IN,new
wdi__SE.TER.ENRR,"School enrollment, tertiary, male (% gross)",Education,wdi,,2,SE.TER.ENRR.FE|SE.TER.ENRR.MA,new
wdi__EN.ATM.PM25.MC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Environment,wdi,,2,EN.ATM.PM25.MC.M3|EN.ATM.PM25.MC.ZS,new
wdi__SI.POV.UMIC,Poverty gap at $8.30 a day (2021 PPP) (%),Poverty & Inequality,wdi,,1,SI.POV.UMIC.GP,new
wdi__SP.POP.1564.MA,"Population ages 15-64, male",Demographics & Population,wdi,,2,SP.POP.1564.MA.IN|SP.POP.1564.MA.ZS,new
wdi__BM.TRF.PRVT,"Secondary income, other sectors, payments (BoP, current US$)",Balance of Payments (Payments),wdi,,1,BM.TRF.PRVT.CD,new
wdi__per_sa_allsa.cov_pop_tot,Coverage of social safety net programs (% of population),Other (per),wdi,,1,per_sa_allsa.cov_pop_tot,new
wdi__SL.UEM.1524.MA.NE,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",Labor & Employment,wdi,,1,SL.UEM.1524.MA.NE.ZS,new
wdi__SE.TER.CUAT.DO.FE,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Education,wdi,,1,SE.TER.CUAT.DO.FE.ZS,new
wdi__NE.RSB.GNFS,External balance on goods and services (% of GDP),Macro / Expenditure & Trade Aggregates,wdi,,4,NE.RSB.GNFS.CN|NE.RSB.GNFS.KN|NE.RSB.GNFS.CD|NE.RSB.GNFS.ZS,new
wdi__SH.DYN.NCOM,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",Health,wdi,,1,SH.DYN.NCOM.ZS,new
wdi__SH.IMM,"Immunization, HepB3 (% of one-year-old children)",Health,wdi,,3,SH.IMM.IDPT|SH.IMM.HEPB|SH.IMM.MEAS,new
wdi__NE.EXP.GNFS.KD,Exports of goods and services (annual % growth),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.EXP.GNFS.KD.ZG,new
wdi__SP.DYN.IMRT.FE,"Mortality rate, infant, female (per 1,000 live births)",Demographics & Population,wdi,,1,SP.DYN.IMRT.FE.IN,new
wdi__IP.PAT,"Patent applications, residents",Intellectual Property,wdi,,2,IP.PAT.NRES|IP.PAT.RESD,new
wdi__SI.DST,Proportion of people living below 50 percent of median income (%),Poverty & Inequality,wdi,,1,SI.DST.50MD,new
wdi__NV.AGR.TOTL,"Agriculture, forestry, and fishing, value added (% of GDP)",Industry / Value Added by Sector,wdi,,5,NV.AGR.TOTL.CN|NV.AGR.TOTL.CD|NV.AGR.TOTL.KD|NV.AGR.TOTL.KN|NV.AGR.TOTL.ZS,new
wdi__NE.CON.PRVT.PC,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),Macro / Expenditure & Trade Aggregates,wdi,,1,NE.CON.PRVT.PC.KD,new
wdi__SL.TLF.ACTI.1524.MA.NE,"Labor force participation rate for ages 15-24, male (%) (national estimate)",Labor & Employment,wdi,,1,SL.TLF.ACTI.1524.MA.NE.ZS,new
wdi__SE.PRM.PRSL,"Persistence to last grade of primary, total (% of cohort)",Education,wdi,,1,SE.PRM.PRSL.ZS,new
wdi__TM.TAX.TCOM.WM.FN,"Tariff rate, most favored nation, weighted mean, primary products (%)",Trade (Imports),wdi,,1,TM.TAX.TCOM.WM.FN.ZS,new
wdi__SH.DYN,"Mortality rate, under-5 (per 1,000 live births)",Health,wdi,,6,SH.DYN.1014|SH.DYN.NMRT|SH.DYN.MORT|SH.DYN.1519|SH.DYN.0509|SH.DYN.2024,new
wdi__NY.ADJ.NNTY,Adjusted net national income (current US$),Macro / National Accounts,wdi,,2,NY.ADJ.NNTY.CD|NY.ADJ.NNTY.KD,new
wdi__SL.UEM.1524.NE,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",Labor & Employment,wdi,,1,SL.UEM.1524.NE.ZS,new
wdi__ST.INT,"International tourism, number of arrivals",Tourism & Trade Services,wdi,,2,ST.INT.DPRT|ST.INT.ARVL,new
wdi__NY.GDP.MKTP.KD,GDP growth (annual %),Macro / National Accounts,wdi,,1,NY.GDP.MKTP.KD.ZG,new
wdi__GC.REV.GOTR,Grants and other revenue (current LCU),Government Finance,wdi,,2,GC.REV.GOTR.CN|GC.REV.GOTR.ZS,new
wdi__NY.ADJ.DFOR.GN,Adjusted savings: net forest depletion (% of GNI),Macro / National Accounts,wdi,,1,NY.ADJ.DFOR.GN.ZS,new
wdi__SP.POP.1564,"Population ages 15-64, total",Demographics & Population,wdi,,1,SP.POP.1564.TO,new
wdi__DT.DOD.PVLX.EX,"Present value of external debt (% of exports of goods, services and primary income)",External Debt,wdi,,1,DT.DOD.PVLX.EX.ZS,new
wdi__EG.USE.PCAP.KG,Energy use (kg of oil equivalent per capita),Energy,wdi,,1,EG.USE.PCAP.KG.OE,new
wdi__TM.VAL.FUEL.ZS,Fuel imports (% of merchandise imports),Trade (Imports),wdi,,1,TM.VAL.FUEL.ZS.UN,new
wdi__NY.GDP.PCAP.PP,"GDP per capita, PPP (current international $)",Macro / National Accounts,wdi,,2,NY.GDP.PCAP.PP.CD|NY.GDP.PCAP.PP.KD,new
wdi__SE.ENR.SECO.FM,"School enrollment, secondary (gross), gender parity index (GPI)",Education,wdi,,1,SE.ENR.SECO.FM.ZS,new
wdi__SL.IND.EMPL.FE,"Employment in industry, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,,1,SL.IND.EMPL.FE.ZS,new
wdi__DT.DOD.DSTC.XP,"Short-term debt (% of exports of goods, services and primary income)",External Debt,wdi,,1,DT.DOD.DSTC.XP.ZS,new
wdi__LP.LPI.TIME,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),Logistics Performance,wdi,,1,LP.LPI.TIME.XQ,new
wdi__AG.LND.EL5M.RU,Rural land area where elevation is below 5 meters (sq. km),Agriculture & Rural Development,wdi,,2,AG.LND.EL5M.RU.ZS|AG.LND.EL5M.RU.K2,new
wdi__DC.DAC.LTUL,"Net bilateral aid flows from DAC donors, Lithuania (current US$)",Aid & Development Finance,wdi,,1,DC.DAC.LTUL.CD,new
wdi__NV.SRV.EMPL,"Services, value added per worker (constant 2015 US$)",Industry / Value Added by Sector,wdi,,1,NV.SRV.EMPL.KD,new
wdi__BM.GSR.TRVL,"Travel services (% of service imports, BoP)",Balance of Payments (Payments),wdi,,1,BM.GSR.TRVL.ZS,new
wdi__BN.KLT.DINV,"Foreign direct investment, net (BoP, current US$)",Balance of Payments (Net),wdi,,1,BN.KLT.DINV.CD,new
wdi__EN.GHG.ALL.LU.MT.CE,Total greenhouse gas emissions including LULUCF (Mt CO2e),Environment,wdi,,1,EN.GHG.ALL.LU.MT.CE.AR5,new
wdi__SE.COM,"Compulsory education, duration (years)",Education,wdi,,1,SE.COM.DURS,new
