chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
wdi__SH.MMR,Number of maternal deaths,تعداد مرگ‌ومیر مادران,Health,سلامت,wdi,,2,SH.MMR.DTHS|SH.MMR.RISK,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.MMR.DTHS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__ER.H2O.FWIN,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",برداشت سالانه آب شیرین، صنعت (درصد از کل برداشت آب شیرین),Environment (Land & Resources),محیط‌زیست (زمین و منابع),wdi,,1,ER.H2O.FWIN.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/ER.H2O.FWIN.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__MS.MIL.XPND.GD,Military expenditure (% of GDP),مخارج نظامی (درصد از تولید ناخالص داخلی),Military Expenditure,هزینه‌های نظامی,wdi,,1,MS.MIL.XPND.GD.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/MS.MIL.XPND.GD.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.PRM,"Primary education, pupils",آموزش ابتدایی، دانش‌آموزان,Education,آموزش,wdi,,8,SE.PRM.ENRR|SE.PRM.ENRL|SE.PRM.TCHR|SE.PRM.DURS|SE.PRM.TENR|SE.PRM.UNER|SE.PRM.NENR|SE.PRM.AGES,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.PRM.ENRR"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.CUAT.LO.FE,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",میزان تحصیلات، حداقل تکمیل دوره متوسطه اول، جمعیت 25 سال به بالا، زنان (درصد) (تجمعی),Education,آموزش,wdi,,1,SE.SEC.CUAT.LO.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.CUAT.LO.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DC.DAC.ESPL,"Net bilateral aid flows from DAC donors, Spain (current US$)",جریان‌های کمک دوجانبه خالص از اعضای کمیته کمک توسعه (DAC)، اسپانیا (دلار جاری آمریکا),Aid & Development Finance,کمک‌های خارجی و تأمین مالی توسعه,wdi,,1,DC.DAC.ESPL.CD,merged,,wdi__DC.DAC.TOTL,,"2026-07-14 quality audit: folded into wdi__DC.DAC.TOTL (Single-donor fragment (Spain) of the DAC bilateral-aid-flows breakdown; a ""Total"" chart already exists in the registry (wdi__DC.DAC.TOTL) as the natural parent ); data preserved on disk","[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DC.DAC.ESPL.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BM.KLT.DINV.WD.GD,"Foreign direct investment, net outflows (% of GDP)",سرمایه‌گذاری مستقیم خارجی، خروج خالص (درصد از تولید ناخالص داخلی),Balance of Payments (Payments),تراز پرداخت‌ها (پرداخت‌ها),wdi,,1,BM.KLT.DINV.WD.GD.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BM.KLT.DINV.WD.GD.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TM.TAX.MANF.SM.AR,"Tariff rate, applied, simple mean, manufactured products",نرخ تعرفه، اعمال‌شده، میانگین ساده، محصولات صنعتی (درصد),Trade (Imports),تجارت (واردات),wdi,,1,TM.TAX.MANF.SM.AR.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TM.TAX.MANF.SM.AR.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SI.POV,Gini index,ضریب جینی,Poverty & Inequality,فقر و نابرابری,wdi,,7,SI.POV.DDAY|SI.POV.UMIC|SI.POV.LMIC|SI.POV.MPWB|SI.POV.GINI|SI.POV.SOPO|SI.POV.GAPS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SI.POV.DDAY"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FM.AST.DOMS,Net domestic credit,اعتبار داخلی خالص (ریال جاری),Financial Sector (Monetary),بخش مالی (پولی),wdi,,1,FM.AST.DOMS.CN,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FM.AST.DOMS.CN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.POP.2024.FE,"Population ages 20-24, female (% of female population)",جمعیت گروه سنی 20 تا 24 سال، زنان (درصد از جمعیت زنان),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.POP.2024.FE.5Y,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.POP.2024.FE.5Y"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__DT.DOD.DECT.GN,External debt stocks (% of GNI),ذخیره بدهی خارجی (درصد از تولید ناخالص ملی),External Debt,بدهی خارجی,wdi,,1,DT.DOD.DECT.GN.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/DT.DOD.DECT.GN.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.PRM.GINT.MA,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",نسبت پذیرش ناخالص در پایه اول ابتدایی، مردان (درصد از گروه سنی مربوطه),Education,آموزش,wdi,,1,SE.PRM.GINT.MA.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.PRM.GINT.MA.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NY.ADJ.AEDU,Adjusted savings: education expenditure,پس‌انداز تعدیل‌شده: مخارج آموزشی (دلار جاری آمریکا),Macro / National Accounts,کلان / حساب‌های ملی,wdi,,1,NY.ADJ.AEDU.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NY.ADJ.AEDU.CD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.TLF.PART,"Part time employment, total (% of total employment)",اشتغال پاره‌وقت، کل (درصد از کل اشتغال),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.TLF.PART.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.TLF.PART.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.GDP.PCAP.EM,GDP per person employed (constant 2021 PPP $),تولید ناخالص داخلی به ازای هر شاغل (دلار ثابت PPP، پایه 2021),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.GDP.PCAP.EM.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.GDP.PCAP.EM.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TX.VAL.TRVL.ZS,Travel services (% of commercial service exports),خدمات سفر (درصد از صادرات خدمات تجاری),Trade (Exports),تجارت (صادرات),wdi,,1,TX.VAL.TRVL.ZS.WT,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TX.VAL.TRVL.ZS.WT"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__PA.NUS.PRVT,Price level index (Households and NPISHs Final consumption expenditure),شاخص سطح قیمت (مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها),Purchasing Power Parity,برابری قدرت خرید,wdi,,2,PA.NUS.PRVT.PP|PA.NUS.PRVT.PLI,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/PA.NUS.PRVT.PP"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__GC.LBL.TOTL.GD,"Net incurrence of liabilities, total (% of GDP)",افزایش خالص بدهی‌ها، کل (درصد از تولید ناخالص داخلی),Government Finance,مالیه دولت,wdi,,1,GC.LBL.TOTL.GD.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/GC.LBL.TOTL.GD.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TM.VAL.MRCH.XD,Import value index,شاخص ارزش واردات (2015 = 100),Trade (Imports),تجارت (واردات),wdi,,1,TM.VAL.MRCH.XD.WD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TM.VAL.MRCH.XD.WD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EN.BIR.THRD,"Bird species, threatened",گونه‌های پرنده در معرض تهدید,Environment,محیط‌زیست,wdi,,1,EN.BIR.THRD.NO,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EN.BIR.THRD.NO"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__GC.TAX.IMPT,Customs and other import duties,عوارض گمرکی و سایر عوارض واردات (ریال جاری),Government Finance,مالیه دولت,wdi,,2,GC.TAX.IMPT.CN|GC.TAX.IMPT.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/GC.TAX.IMPT.CN"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.ANM.ALLW,Prevalence of anemia among women of reproductive age (% of women ages 15-49),شیوع کم‌خونی در میان زنان سنین باروری (درصد از زنان 15 تا 49 ساله),Health,سلامت,wdi,,1,SH.ANM.ALLW.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.ANM.ALLW.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SP.POP.1519.MA,"Population ages 15-19, male (% of male population)",جمعیت گروه سنی 15 تا 19 سال، مردان (درصد از جمعیت مردان),Demographics & Population,جمعیت‌شناسی و جمعیت,wdi,,1,SP.POP.1519.MA.5Y,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SP.POP.1519.MA.5Y"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.ENRL.TC,"Pupil-teacher ratio, secondary",نسبت دانش‌آموز به معلم، متوسطه,Education,آموزش,wdi,,1,SE.SEC.ENRL.TC.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.ENRL.TC.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__FX.OWN.TOTL.FE,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",مالکیت حساب نزد یک نهاد مالی یا ارائه‌دهنده خدمات پول همراه، زنان (درصد از جمعیت 15 سال به بالا),Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),wdi,,1,FX.OWN.TOTL.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.CON.TOTL,Final consumption expenditure (% of GDP),مخارج نهایی مصرف (درصد از تولید ناخالص داخلی),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,5,NE.CON.TOTL.KD|NE.CON.TOTL.KN|NE.CON.TOTL.ZS|NE.CON.TOTL.CN|NE.CON.TOTL.CD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.CON.TOTL.KD"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SH.STA.STNT.ME,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",شیوع کوتاه‌قدی، قد به سن (برآورد مدل‌سازی‌شده، درصد از کودکان زیر 5 سال),Health,سلامت,wdi,,1,SH.STA.STNT.ME.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SH.STA.STNT.ME.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.PROG.FE,"Progression to secondary school, female",پیشرفت به مدرسه متوسطه، زنان (درصد),Education,آموزش,wdi,,1,SE.SEC.PROG.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.PROG.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SE.SEC.ENRL.UP.TC,"Pupil-teacher ratio, upper secondary",نسبت دانش‌آموز به معلم، متوسطه دوم,Education,آموزش,wdi,,1,SE.SEC.ENRL.UP.TC.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SE.SEC.ENRL.UP.TC.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__SL.FAM.WORK.FE,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",کارکنان خانوادگی بدون مزد، زنان (درصد از اشتغال زنان) (برآورد مدل‌سازی‌شده سازمان بین‌المللی کار),Labor & Employment,نیروی کار و اشتغال,wdi,,1,SL.FAM.WORK.FE.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/SL.FAM.WORK.FE.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__TM.VAL.MRCH.R6,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),واردات کالا از اقتصادهای با درآمد پایین و متوسط در آفریقای زیر صحرا (درصد از کل واردات کالا),Trade (Imports),تجارت (واردات),wdi,,1,TM.VAL.MRCH.R6.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/TM.VAL.MRCH.R6.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__EG.ELC.FOSL,"Electricity production from oil, gas and coal sources (% of total)",تولید برق از منابع نفت، گاز و زغال‌سنگ (درصد از کل),Energy,انرژی,wdi,,1,EG.ELC.FOSL.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/EG.ELC.FOSL.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__BX.GSR.INSF,"Insurance and financial services (% of service exports, BoP)",خدمات بیمه و مالی (درصد از صادرات خدمات، موازنه پرداخت‌ها),Balance of Payments (Receipts),تراز پرداخت‌ها (دریافت‌ها),wdi,,1,BX.GSR.INSF.ZS,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/BX.GSR.INSF.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
wdi__NE.GDI.TOTL,Gross capital formation (% of GDP),تشکیل ناخالص سرمایه (درصد از تولید ناخالص داخلی),Macro / Expenditure & Trade Aggregates,کلان / تجمیع‌های هزینه و تجارت,wdi,,5,NE.GDI.TOTL.ZS|NE.GDI.TOTL.CN|NE.GDI.TOTL.KN|NE.GDI.TOTL.CD|NE.GDI.TOTL.KD,new,,,,,"[{""source_org"": ""World Bank, World Development Indicators"", ""source_url"": ""https://data.worldbank.org/indicator/NE.GDI.TOTL.ZS"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
