law_id,importance,domains,why,year,title_fa,path
760b8c8c1506,moderate,banking_money|fx,2009 bylaw governing establishment and operation of foreign bank branches in Iran,2009,آيين نامه اجرايي نحوه تأسيس و عمليات شعب بانك هاي خارجي درايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_نحوه_تأسيس_و_عمليات_شعب_بانك_هاي_خارجي_درايران_3347199730618712529.txt
d7309f250cd5,moderate,banking_money,2019 amendment to rules on collection of non-performing rial/FX loans by credit institutions,2019,اصلاح ماده 19 آيين نامه وصول مطالبات غيرجاري مؤسسات اعتباري  ريالي و ارزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده_19_آيين_نامه_وصول_مطالبات_غيرجاري_مؤسسات_اعتباري__ريالي_و_ارزي__17977875970624227050.txt
cbe79b350688,moderate,banking_money,2015 bylaw on collection of non-performing rial/FX claims of credit institutions,2015,آيين نامه اجرايي وصول مطالبات غيرجاري مؤسسات اعتباري  ريالي و ارزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_وصول_مطالبات_غيرجاري_مؤسسات_اعتباري__ريالي_و_ارزي__17273466484951688766.txt
c4b231ffcafe,moderate,customs_trade,2008 decisions on export/import regulations bylaw affecting customs treatment of goods,2008,اتخاذ تصميماتي در خصوص تصويبنامه موضوع ج ... نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اتخاذ_تصميماتي_در_خصوص_تصويبنامه_موضوع_ج_..._نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_2614093553422465332.txt
7897702ec95d,moderate,customs_trade,"1996 amendment to bylaw on sale of smuggled goods, affects enforcement of trade/customs rules",1996,اصلاح آيين نامه اجرايي نحوه فروش كالاهاي ...  تعزيرات حكومتي راجع به قاچاق كالا و ارز,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_نحوه_فروش_كالاهاي_...__تعزيرات_حكومتي_راجع_به_قاچاق_كالا_و_ارز_1339243138332163386.txt
12d53f15e03e,moderate,customs_trade,2025 customs circular updating tariff codes for percentage-clearance goods list,2025,بخشنامه گمرک در خصوص به‌روز رسانی کد تعرفه‌های ذیل در فهرست کالاهای مشمول ترخیص درصدی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_aali_votes/8794394257980820209_8794394257980820209.txt
f308b6c9359a,moderate,customs_trade,1979 decree listing goods exempted from customs duty and commercial profit tax,1979,تصويب نامه قانوني مربوط به تهيه فهرست جا ...  گمركي و سود بازرگاني و عوارض ترخيص گردد,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/تصويب_نامه_قانوني_مربوط_به_تهيه_فهرست_جا_...__گمركي_و_سود_بازرگاني_و_عوارض_ترخيص_گردد_1429730733610013580.txt
ac52803889a9,moderate,budget_fiscal,2001 bylaw for issuance of 400 billion rial participation bonds under budget law,2001,آيين نامه اجرايي انتشار چهارصد ميليارد ر ...  تبصره  40  قانون بودجه سال 1380 كل كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_انتشار_چهارصد_ميليارد_ر_...__تبصره__40__قانون_بودجه_سال_1380_كل_كشور_100064219480398942.txt
97d031d74445,minor,budget_fiscal,2001 bylaw for issuance of 200 billion rial participation bonds,2001,آیین‌نامه اجرایی انتشار دویست میلیارد ریال اوراق مشارکت موضوع بند (ج) تبصره (۴۰) قانون بودجه سال ۱۳۸۰ کل کشور با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/12564369116322690245_12564369116322690245.txt
6b39dce512ff,minor,budget_fiscal,"1379 current-budget execution regulations, procedural but carries spending instrument",2000,ضوابط اجرایی بودجه جاری سال ۱۳۷۹ کل کشور با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/14419132251967237990_14419132251967237990.txt
073d4e009400,moderate,industry|banking_money,1980 law providing financial facilities to boost efficiency of industrial units under Industry Protection Law,1980,قانون تسهيلات مالي براي كارآيي بيشتر واحدهاي صنعتي مشمول قانون حفاظت و توسعه صنايع ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تسهيلات_مالي_براي_كارآيي_بيشتر_واحدهاي_صنعتي_مشمول_قانون_حفاظت_و_توسعه_صنايع_ايران_750623437435890669.txt
3c0406547966,moderate,industry|privatization,"2011 law on transfer of ownership/management of industrial townships, affects industrial investment",2011,آيين  نامه اجرايي قانون نحوه واگذاري مالكيت و اداره امور شهركهاي صنعتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين__نامه_اجرايي_قانون_نحوه_واگذاري_مالكيت_و_اداره_امور_شهركهاي_صنعتي_18021967993982231901.txt
0cc265e0f106,moderate,mining,2001 mining engineering system law governing licensing/regulation of mining professionals,2001,قانون نظام مهندسي معدن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_نظام_مهندسي_معدن_8810386294320388868.txt
0316cafc6c7a,moderate,agriculture,1980 decree transferring shares/assets to Ministry of Agriculture and Rural Development bodies,1980,لايحه قانوني راجع به انتقال سهام و دارائ ... ر زير نظر و زارت كشاورزي و عمران روستائي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_انتقال_سهام_و_دارائ_..._ر_زير_نظر_و_زارت_كشاورزي_و_عمران_روستائي_11282211035355512097.txt
92430de613de,moderate,agriculture,"2001 regulation on drought damage compensation and prevention costs, a farm-support instrument",2001,آيين نامه شماره 19345 ت24880هـ مورخ 27   ... ن خسارات و پيشگيري عوارض ناشي از خشكسالي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_شماره_19345_ت24880هـ_مورخ_27___..._ن_خسارات_و_پيشگيري_عوارض_ناشي_از_خشكسالي_1453759865702018870.txt
7a3d9b81989c,moderate,industry|subsidies,"2009 guideline on granting financial or non-financial incentives, an economic subsidy instrument",2009,دستورالعمل نحوه اعمال مشوق هاي مالي و يا غيرمالي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_نحوه_اعمال_مشوق_هاي_مالي_و_يا_غيرمالي_9834710747251465033.txt
b78e8a2743c4,minor,taxation|budget_fiscal,"1985 law imposing exit fee from the country, a tax revenue instrument",1985,قانون دريافت عوارض خروج از كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_دريافت_عوارض_خروج_از_كشور_11013367589281244734.txt
d5fd0b3884a5,minor,budget_fiscal,"1993 law on financing chambers of commerce, industry, and mines",1993,قانون نحوه تأمين هزينه هاي اتاقهاي بازرگاني و صنايع و معادن جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_نحوه_تأمين_هزينه_هاي_اتاقهاي_بازرگاني_و_صنايع_و_معادن_جمهوري_اسلامي_ايران_13172777909512015252.txt
b1ca89980254,minor,industry|customs_trade,2008 bylaw organizing export-oriented business clusters and networks,2008,آيين نامه ساماندهي خوشه ها و شبكه هاي صادرات گراي كسب و كار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_ساماندهي_خوشه_ها_و_شبكه_هاي_صادرات_گراي_كسب_و_كار_9268774964655878934.txt
e2b0b2e4a54b,minor,budget_fiscal,"2008 bylaw implementing added law on state financial regulations, budget-related instrument",2008,آيين نامه اجرايي قانون الحاق يك ماده به  ... م بخشي از مقررات مالي دولت - مصوب 1384 -,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_الحاق_يك_ماده_به__..._م_بخشي_از_مقررات_مالي_دولت_-_مصوب_1384_-_3837244300521849879.txt
30c80e699c85,moderate,privatization,Implementing bylaw for Article 44 privatization law provisions,2009,آيين نامه اجرايي ماده   29   قانون اصلاح ... سياستهاي كلي اصل چهل و چهارم قانون اساسي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___29___قانون_اصلاح_..._سياستهاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_14652660520193012432.txt
717a3b452321,moderate,privatization,Governs method of transferring preferred (ترجیحی) state shares to public,2007,تصویبنامه شماره ابلاغ ۱۲۱۹۵ / ت ۳۶۵۸۶ ه مورخ ۱ / ۲ / ۱۳۸۶ راجع به آیین‌نامه نحوه واگذاری سهام ترجیحی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/7997559361312883681_7997559361312883681.txt
43693958e100,moderate,privatization|labor,Law on transferring state-owned shares to veterans and workers,1994,قانون نحوه واگذاري سهام دولتي و متعلق به دولت به ايثارگران و كارگران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_نحوه_واگذاري_سهام_دولتي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_6464261377553459847.txt
87286ca44c0e,major,agriculture,Land-consolidation/agrarian-cooperative law directly reshaping farm production units,1971,قانون تعاوني نمودن توليد و يكپارچه شدن ا ...  تعاوني نمودن توليد و يكپارچه شدن اراضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تعاوني_نمودن_توليد_و_يكپارچه_شدن_ا_...__تعاوني_نمودن_توليد_و_يكپارچه_شدن_اراضي__14748481369797562211.txt
03cfc6d6775c,moderate,oil_gas,Authorizes oil contract exchange with Continental Oil Company,1969,قانون اجازه مبادله قرارداد نفت با شركت كنتينانتال,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_قرارداد_نفت_با_شركت_كنتينانتال_10747138975987761978.txt
bc8c4cfe5ba3,moderate,oil_gas,Oil exploration agreement between NIOC and Italian AGIP Mineraria,1957,قانون مربوط به موافقتنامه تفحص و اكتشاف  ... نفت ايران و شركت ايتاليايي آجيپ مينراريا,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_به_موافقتنامه_تفحص_و_اكتشاف__..._نفت_ايران_و_شركت_ايتاليايي_آجيپ_مينراريا_14544436646450195720.txt
b1d85a9e05b0,minor,privatization,Implementing bylaw for state-share transfer to veterans/workers law,1995,آيين نامه اجرايي قانون نحوه واگذاري سهام دولتي و متعلق به دولت به ايثارگران و كارگران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_نحوه_واگذاري_سهام_دولتي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_13295751431535965465.txt
6b91e2cd8045,moderate,customs_trade,Sets export credit insurance terms and minimum premium rates for goods exports,1995,آئين نامه شماره 34 درخصوص شرايط عمومي بيمه نامه اعتبار صادرات كالا و حداقل نرخ حق بيمه آن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_شماره_34_درخصوص_شرايط_عمومي_بيمه_نامه_اعتبار_صادرات_كالا_و_حداقل_نرخ_حق_بيمه_آن_15932890585439611731.txt
